Id,Source,Translation,Comment
JWK-BuildItem-FiringPosition,Firing position,Pozice pro střelbu,
JWK-BuildItem-FiringPosition_Description,Prepare for unwanted guests.,Připravte se na nechtěné hosty.,
JWK-BuildItem-FiringPosition_DescriptionLong,Basic defence composition.,Základní složení obrany.,
JWK-BuildItem-FuelPoint,Fuel point,Palivový bod,
JWK-BuildItem-FuelPoint_Description,Refuel vehicles.,Doplňování paliva do vozidel.,
JWK-BuildItem-FuelPoint_DescriptionLong,Allows to refuel ground vehicles.,Umožňuje doplňování paliva pozemním vozidlům.,
JWK-BuildItem-GuardTower,Guard tower,Strážní věž,
JWK-BuildItem-GuardTower_Description,Get a better view.,Získejte lepší výhled.,
JWK-BuildItem-Helipad,Helipad,Helipad,
JWK-BuildItem-HelipadRepair,Service Helipad,Servisní helipad,
JWK-BuildItem-HelipadRepair_Description,Repair helicopters.,Opravy vrtulníků.,
JWK-BuildItem-HelipadRepair_DescriptionLong,Service helipad allows to assign a single helicopter and enables helicopter refueling and repairing. Can be constructed only in airbases.,Služební helipad umožňuje přidělit jeden vrtulník a umožňuje doplňování paliva a opravy vrtulníků. Může být postaven pouze na leteckých základnách.,
JWK-BuildItem-Helipad_Description,Store single helicopter.,Uložení jednoho vrtulníku.,
JWK-BuildItem-Helipad_DescriptionLong,"Helipad allows to assign a single helicopter, which protects it from being lost and enables retrieving it from far away. Basic version without refueling or repairing abilities.","Helipad umožňuje přiřadit jeden vrtulník, což jej chrání před ztrátou a umožňuje jeho vyzvednutí z velké vzdálenosti. Základní verze bez možnosti doplňování paliva a oprav.",
JWK-BuildItem-LivingArea,Living area,Obývací prostor,
JWK-BuildItem-LivingArea_Description,Shelter recruits.,Nábor zaměstnanců útulku.,
JWK-BuildItem-LivingArea_DescriptionLong,Provides living space for a few soldiers that can be recruited.,"Poskytuje obytný prostor pro několik vojáků, které lze naverbovat.",
JWK-BuildItem-MedicalTent,Medical tent,Zdravotnický stan,
JWK-BuildItem-MedicalTent_Description,Heal wounds and recover faster.,Léčba zranění a rychlejší zotavení.,
JWK-BuildItem-MedicalTent_DescriptionLong,Medical tent improves injury regeneration and allows to purchase medical goods using supplies.,Lékařský stan zlepšuje regeneraci zranění a umožňuje nákup zdravotnického zboží pomocí zásob.,
JWK-BuildItem-Mortar,Mortar,Minomet,
JWK-BuildItem-Mortar_Description,Send a message over long distance.,Odeslání zprávy na dálku.,
JWK-BuildItem-Mortar_DescriptionLong,Complete mortar emplacement. Projectiles can be purchased using supplies.,Kompletní umístění minometu. Střely lze zakoupit ze zásob.,
JWK-BuildItem-StorageSmall,Small supplies storage,Skladování drobného materiálu,
JWK-BuildItem-StorageSmall-Description,Store 900 supplies.,Skladujte 900 zásob.,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows to store 900 supplies. First one can be constructed for free.,Umožňuje uložit 900 zásob. První lze postavit zdarma.,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,Rampa pro údržbu vozidel,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,Opravy vozidel.,
JWK-BuildItem-VehicleRamp_DescriptionLong,,,
JWK-BuildUI-Cost,Cost:,Náklady:,
JWK-BuildUI-Title,Build,Sestavte,
JWK-CTA-ConstructionMenu,Construction menu,Stavební menu,
JWK-CTA-HideoutResupply,Resupply hideout,Úkryt pro doplnění zásob,
JWK-CTA-HideoutTakeSupplies,Take hideout supplies,,
JWK-CTA-ManageVehicles,Manage vehicles,Správa vozidel,
JWK-CTA-OpenMenu,Freedom Fighters,Bojovníci za svobodu,
JWK-CTA-ParkVehicle,Park vehicle,Zaparkovat vozidlo,
JWK-CTA-Radio,Use radio,Použijte rádio,
JWK-CTA-TimeToWithstand,Withstand in...,Vydrží v...,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,Darování zásob civilistům,
JWK-CharacterMenu,Character Menu,Nabídka postav,
JWK-CharacterUI-Age,Age,Věk,
JWK-CharacterUI-Birthday,Birthday,Narozeniny,
JWK-CharacterUI-Birthplace,Birthplace,Místo narození,
JWK-CharacterUI-BloodType,Blood type,Krevní skupina,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,,
JWK-CharacterUI-Title,Profile,Profil,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,,
JWK-ConsoleUI-BackToMenu,Back to menu,Zpět na menu,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.",Kvůli chybějícím funkcím modifikace není hra pro jednoho hráče a místní hostování na konzolových systémech dostupná. Doporučujeme zřídit si soukromý dedikovaný server nebo se připojit k veřejnému serveru.,
JWK-ConsoleUI-Title,Unavailable on consoles,Na konzolích nedostupné,
JWK-ConvoAction-Convert,Convince to support,Přesvědčit k podpoře,
JWK-ConvoAction-Extort,Extort money,Vydírání peněz,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,Požádejte o schůzku,
JWK-ConvoChoice-AskJob,Ask for a job,Požádejte o práci,
JWK-ConvoChoice-Confirm,Confirm,Potvrďte,
JWK-ConvoChoice-FollowMe,Ask to follow,,
JWK-ConvoChoice-GetPoster,Ask for posters,Požádejte o plakáty,
JWK-ConvoChoice-Liberate,Liberate,,
JWK-ConvoChoice-ReportBack,Report back,Podejte zprávu,
JWK-ConvoChoice-ReportResistance,Report resistance activity,Nahlášení aktivity odporu,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,Posily,
JWK-ConvoChoice-RequestSupport,Request support,Žádost o podporu,
JWK-ConvoChoice-ResignJob,Resign from a job,,
JWK-ConvoChoice-StopFollowing,Ask to stay,,
JWK-ConvoChoice-Trade,Trade,Obchod,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,Odevzdání psích známek,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.",,
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.","Vynucené uložení provede celé uložení v jediné operaci, což může u velkých map s velkým množstvím dat zablokovat server. To může způsobit, že vzdálení hráči, včetně vás, ztratí připojení. Na samotnou operaci ukládání to nemá vliv.",
JWK-DialogUI-OnlineForceSave-Title,Online session warning,Upozornění na online relaci,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","Určitě chcete vymazat data uložení kampaně? Po pokračování se scénář automaticky restartuje.<br/><br/><b><color rgba='255,0,0,255'>UPOZORNĚNÍ: TUTO OPERACI NELZE VYMAZAT. Ztratíte veškerý postup.</color></b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,Upozornění na stírání,
JWK-DifficultyPreset-Custom,Custom,Vlastní,
JWK-DifficultyPreset-Easy,Easy,Easy,
JWK-DifficultyPreset-Extreme,Extreme,Extrémní,
JWK-DifficultyPreset-Hard,Hard,Hard,
JWK-DifficultyPreset-Normal,Normal,Normální,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,Slouží k identifikaci mrtvých těl nalezených na bojišti.,
JWK-Dogtag_Name_Dynamic,%1 dogtags,%1 dogtags,
JWK-Dogtag_Name_Universal,Dogtags,Psí známky,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,Vaše oblečení je zakrvácené. Jejich nošení narušuje vaše maskování a přitahuje pozornost nepřátel. Měl by ses převléknout nebo si jít zaplavat.,
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,Vaše oblečení bylo vyčištěno. Jejich nošení už nebude podezřelé.,
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.","Při otevřeném nošení zbraní nebo nošení bojového oděvu budete považováni za bojovníka. Dávejte si pozor, protože pokud vás nepřátelé uvidí, můžete se stát hledanými.",
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,"Nyní po vás pátrá nepřítel. Schovejte se na bezpečném místě a nějakou dobu zůstaňte mimo dohled, abyste se zbavili horka.",
JWK-EditSignUI-Text,Text,Text,
JWK-EditSignUI-TextColor,Text color,Barva textu,
JWK-EditSignUI-TextSize,Text size,Velikost textu,
JWK-EditSignUI-Title,Edit Sign,Upravit znamení,
JWK-EditorAttrib-Heat,Heat level,,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,,
JWK-EditorAttrib-LockState,Locked,,
JWK-EditorAttrib-Money,Money,,
JWK-EndGameUI-GameOver,Defeat,Porážka,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.",Přes veškerou snahu a hrdinský boj se %1 nepodařilo osvobodit %2. %3 síly zde zůstanou na dlouhou dobu. Příště věnujte větší pozornost podpoře obyvatelstva a logistice své revoluce. Bez těchto prvků neuspělo žádné vojenské úsilí v historii.,
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.",Skvělá práce! Díky neúnavnému úsilí %1 již nebude obyvatelstvo %2 utlačováno silami %3. Na tyto hrdinské činy bude vzpomínat mnoho příštích generací.,
JWK-EndGameUI-VictoryTitle,Victory,Victory,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,Použijte ji k probuzení neschopných osob. Může být podán i svépomocí.,
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,Jednorázový injektor s dávkou adrenalinu.,
JWK-EpinephrineItem-Name,Epinephrine,Epinefrin,
JWK-Everon-Airport,Airport,Letiště,
JWK-Everon-Barracks,Barracks,Kasárna,
JWK-Everon-CementPlant,Cement Plant,Cementárna,
JWK-Everon-ChotainFarm,Chotain Farm,Farma Chotain,
JWK-Everon-ConcretePlant,Concrete Plant,Betonárna,
JWK-Everon-EtoupeFarm,Etoupe Farm,Farma Etoupe,
JWK-Everon-FieldHospital,Field Hospital,Polní nemocnice,
JWK-Everon-Headquarters,Headquarters,Sídlo,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Pila Le Moule,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,Logistický sklad,
JWK-Everon-MontignacFactory,Montignac Factory,Továrna Montignac,
JWK-Everon-MontignacFarm,Montignac Farm,Farma Montignac,
JWK-Everon-PowerPlant,Power Plant,Elektrárna,
JWK-Everon-Quarry,Quarry,Lom,
JWK-Everon-ReginaSawmill,Regina Sawmill,Regina Sawmill,
JWK-Everon-TrainingGrounds,Training Grounds,Výcvikové prostory,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,VD Almara Factory,
JWK-FM-Appearance-Intro,Appearance reflects how your character is perceived by others and depends on all worn attire and held items. Wearing any piece of military clothing will cause your character to be identified as a <b>combatant</b>. This means enemies will shoot on sight and mark you as wanted - the same applies to openly carrying any type of weapon.,"Vzhled odráží to, jak vaši postavu vnímají ostatní, a závisí na veškerém oblečení a předmětech, které nosíte. Nošení jakéhokoli vojenského oděvu způsobí, že vaše postava bude identifikována jako <b>bojovník</b>. To znamená, že nepřátelé budou střílet na potkání a označí vás za hledaného - totéž platí pro otevřené nošení jakéhokoli typu zbraně.",
JWK-FM-Appearance-Settings,"Depending on your difficulty settings, you may see a status icon denoting whether your character is perceived as a combatant.<br/><br/>As the base game does not contain any civilian backpacks, the general purpose military ones are not treated as military equipment.<br/><br/>The absence of a shirt, pants, or boots will cause your character to attract enemy attention. After all, someone running around in only their underwear is bound to look suspicious.","V závislosti na nastavení obtížnosti se může zobrazit ikona stavu označující, zda je vaše postava vnímána jako bojovník.<br/><br/>Jelikož základní hra neobsahuje žádné civilní batohy, ty vojenské pro všeobecné účely nejsou považovány za vojenské vybavení.<br/><br/> Absence košile, kalhot nebo bot způsobí, že vaše postava bude přitahovat pozornost nepřátel. Koneckonců někdo, kdo pobíhá jen ve spodním prádle, bude určitě vypadat podezřele.",
JWK-FM-Armories-Intro,"Armories allow to purchase weapons and ammunitions using resources stored at the base.<br/><br/>Different types of armories can be built, depending on the operating base type:<br/><br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunitions of your supporting faction.<br/><br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunitions of the player faction.",Zbrojnice umožňují nakupovat zbraně a munici za zdroje uložené na základně.<br/><br/>V závislosti na typu základny lze postavit různé typy zbrojnic:<br/><br/>- <b>Spojenecká zbrojnice</b> je k dispozici na <b>vojenských základnách</b> a nabízí zbraně a munici vaší podpůrné frakce.<br/><br/>- <b>Polní zbrojnice</b> je k dispozici na <b>Vojenských základnách</b> a nabízí zbraně a munici hráčské frakce.,
JWK-FM-Battles-Intro,"Battles occur when control over a certain point of interest is contested. When a battle is won, the contesting faction takes control. Refer to the specific location description to learn how to provoke a battle. Only one battle can be active at any given moment and it's progress cannot be saved. If the game is closed during a battle, the battle will need to be started from the beginning. Battles length and intensity depend on the number of players online, campaign progress, location significance and threat level.<br/><br/>Once a battle begins, everyone will see a notification. Progress bar will appear at the top of the screen, accompanied by the location name. Battle location will be also marked on the map, denoting the <b>contested area</b> by a stripe pattern.","K bitvám dochází, když se bojuje o kontrolu nad určitým zájmovým bodem. Pokud je bitva vyhrána, přebírá kontrolu nad ní soupeřící frakce. Informace o tom, jak bitvu vyvolat, naleznete v popisu konkrétní lokace. V daném okamžiku může být aktivní pouze jedna bitva a její průběh nelze uložit. Pokud je hra v průběhu bitvy ukončena, je třeba bitvu zahájit od začátku. Délka a intenzita bitev závisí na počtu hráčů online, průběhu kampaně, významu lokace a úrovni ohrožení.<br/><br/>Po zahájení bitvy se všem zobrazí oznámení. V horní části obrazovky se objeví ukazatel průběhu spolu s názvem lokace. Místo bitvy bude rovněž vyznačeno na mapě, přičemž pruhový vzor bude označovat <b>spornou oblast</b>.",
JWK-FM-Battles-Phases,"Each battle consists of two phases:<br/><br/>- <b>deployment phase</b>: the enemy is still deploying onto the battlefield. The progress bar is yellow and represents how much of their forces are already fielded. Once the bar completes, the battle will transition into domination phase.<br/><br/>- <b>domination phase</b>: the sides fight for control. The progress bar is green and represents resistance control over the location. The control will increase every few moments if there are more <b>freedom fighters</b> in the <b>contested area</b> than enemies in the near vicinity.<br/><br/>If there are no <b>freedom fighters</b> in the contested area, the resistance will begin to rapidly lose control. In this case, the progress bar will turn red. Once the bar fills, the battle will be lost.","Každá bitva se skládá ze dvou fází:<br/><br/>- <b>fáze rozmístění</b>: nepřítel se stále rozmísťuje na bojišti. Sloupec postupu je žlutý a představuje, kolik svých sil již nasadil. Jakmile se lišta doplní, bitva přejde do fáze nadvlády.<br/><br/>- <b>fáze nadvlády</b>: strany bojují o kontrolu. Lišta průběhu je zelená a představuje kontrolu odporu nad danou lokací. Kontrola se každých několik okamžiků zvýší, pokud je v <b>sporné oblasti</b> více <b>bojovníků za svobodu</b> než nepřátel v blízkém okolí.<br/><br/>Pokud v sporné oblasti nejsou žádní <b>bojovníci za svobodu</b>, odboj začne rychle ztrácet kontrolu. V takovém případě se ukazatel průběhu změní na červený. Jakmile se lišta zaplní, bitva bude prohraná.",
JWK-FM-BeingWanted-Heat,"<b>Heat level</b> is a measure of how much your character is wanted by the enemy. Once it drops to 0, you will be no longer wanted. Heat decreases over time as long as you stay out of sight of enemy troops. Your current heat level is represented by the fill level of the wanted status icon in the HUD. The time required to fully lose maximum heat depends on your difficulty settings.<br/><br/>If your character dies, the heat level and wanted state does not transfer to your new character.","<b>Úroveň tepla</b> je měřítkem toho, jak moc je vaše postava žádaná nepřítelem. Jakmile klesne na 0, přestanete být žádaní. Žár se časem snižuje, dokud zůstáváte mimo dohled nepřátelských jednotek. Vaši aktuální úroveň žáru představuje úroveň naplnění ikony stavu hledanosti v HUD. Doba potřebná k úplné ztrátě maximálního žáru závisí na nastavení obtížnosti.<br/><br/>Pokud vaše postava zemře, úroveň žáru a stav hledanosti se nepřenese na novou postavu.",
JWK-FM-BeingWanted-Intro,"Various activities may cause your character to become <b>wanted</b>. This means your character is actively hunted by enemy forces and will be shot on sight, even if you appear as a civilian. Being wanted has also many negative side effects, such as:<br/><br/>- civilian shops will not serve you<br/>- resistance representatives may not want to talk to you<br/>- public transport becomes unavailable<br/>- resting becomes unavailable<br/><br/>...and more.","Různé činnosti mohou způsobit, že se vaše postava stane <b>žádoucí</b>. To znamená, že vaše postava je aktivně pronásledována nepřátelskými silami a bude zastřelena na potkání, i když se budete tvářit jako civilista. Být hledaným má také mnoho negativních vedlejších účinků, jako například:<br/><br/>- civilní obchody vás nebudou obsluhovat<br/>- zástupci odboje s vámi možná nebudou chtít mluvit<br/>- veřejná doprava se stane nedostupnou<br/>- odpočinek se stane nedostupným<br/><br/>... a další.",
JWK-FM-Category-FreedomFighters,Freedom Fighters,Bojovníci za svobodu,
JWK-FM-Category-Gameplay,Gameplay,Hra,
JWK-FM-Category-General,General,Obecné,
JWK-FM-Category-HeartsAndMinds,Hearts and minds,Srdce a mysl,
JWK-FM-Category-Introduction,Introduction,Úvod,
JWK-FM-Category-Locations,Locations,Lokality,
JWK-FM-Category-OperatingBases,Operating bases,Provozní základny,
JWK-FM-Category-Resistance,Resistance,Odolnost,
JWK-FM-Category-World,World,Svět,
JWK-FM-CharacterStatus-Combatant,"Visible if your character is considered a <b>combatant</b>. This is caused by carrying weapons, using military vehicles and wearing military attire. Or wearing no attire at all.","Viditelné, pokud je vaše postava považována za <b>bojovníka</b>. To je způsobeno nošením zbraní, používáním vojenských vozidel a nošením vojenského oblečení. Nebo nenošení žádného oděvu.",
JWK-FM-CharacterStatus-Heat,"Visible if your character is <b>wanted</b>. Its fill level represents how much <b>heat</b> your character has, which reduces over time as you remain hidden.","Viditelné, pokud je vaše postava <b>žádoucí</b>. Jeho úroveň naplnění představuje, kolik <b>tepla</b> má vaše postava, které se s časem snižuje, když zůstáváte skrytí.",
JWK-FM-CharacterStatus-IllegalZone,Visible if your character is within an <b>illegal area</b>.,"Viditelné, pokud se vaše postava nachází v <b>nelegální oblasti</b>.",
JWK-FM-CharacterStatus-Intro,"<b>Character status</b> is indicated by various icons shown on the HUD in the right-upper corner of the screen. Depending on your <b>difficulty settings</b>, some of the indicators listed below may not be displayed in your game.",<b>Stav postavy</b> je indikován různými ikonami zobrazenými na HUD v pravém horním rohu obrazovky. V závislosti na nastavení <b>obtížnosti</b> se některé z níže uvedených ukazatelů nemusí ve hře zobrazovat.,
JWK-FM-CharacterStatus-Seen,"Visible when your character is within enemy sight. Pulling out weapons, acting suspiciously or committing crimes is not the best idea.","Viditelné, když je vaše postava v dosahu nepřítele. Vytahovat zbraně, chovat se podezřele nebo páchat zločiny není nejlepší nápad.",
JWK-FM-CharacterStatus-SeenDetected,"Visible if your character has been detected as a threat and is within enemy sight. If you are at a distance, concealed or in the dark, it will take longer for the enemies to recognize you. When this happens, the icon will gradually fill up, giving you a brief chance to hide.","Viditelné, pokud byla vaše postava detekována jako hrozba a je v dosahu nepřítele. Pokud jste v dostatečné vzdálenosti, skrytí nebo ve tmě, bude trvat déle, než vás nepřátelé rozpoznají. Když se tak stane, ikona se postupně zaplní a dá vám krátkou šanci se skrýt.",
JWK-FM-CharacterStatus-Undercover,"Visible if your character is <b>undercover</b>, which means it's impersonating an enemy soldier.","Viditelné, pokud je vaše postava <b>v utajení</b>, což znamená, že se vydává za nepřátelského vojáka.",
JWK-FM-CiviliansOverview-GameProgress,"Population support is required indirectly to finish the campaign. Without it, you won't be able to control all required points of interest. It counts towards the progress, so you need to convince every single person to reach 100%.","K dokončení kampaně je nepřímo nutná podpora obyvatelstva. Bez ní nebudete schopni ovládnout všechny požadované body zájmu. Započítává se do postupu, takže musíte přesvědčit každého jednotlivce, abyste dosáhli 100 %.",
JWK-FM-CiviliansOverview-Income,Each supporter will donate a small amount of money to the resistance every day. The funds are then split equally and sent to all present <b>freedom fighters</b> automatically.,Každý podporovatel přispěje každý den malou částkou na odboj. Tyto prostředky se pak rozdělí rovným dílem a automaticky se zašlou všem přítomným <b>bojovníkům za svobodu</b>.,
