Id,Source,Translation,Comment
JWK-BuildItem-Helipad_Description,Store single helicopter.,Armazena um helicóptero.,
JWK-BuildItem-Helipad_DescriptionLong,"Helipad allows to assign a single helicopter, which protects it from being lost and enables retrieving it from far away. Basic version without refueling or repairing abilities.","O heliponto permite atribuir um único helicóptero, protegendo-o de ser perdido e possibilitando recuperá-lo de longe. Versão básica sem habilidades de reabastecimento ou reparo.",
JWK-BuildItem-LivingArea,Living area,Área de convivência,
JWK-BuildItem-LivingArea_Description,Shelter recruits.,Abriga recrutas.,
JWK-BuildItem-LivingArea_DescriptionLong,Provides living space for a few soldiers that can be recruited.,Fornece espaço de convivência para alguns soldados que podem ser recrutados.,
JWK-BuildItem-MedicalTent,Medical tent,Tenda médica,
JWK-BuildItem-MedicalTent_Description,Heal wounds and recover faster.,Cure ferimentos e recupere-se mais rápido.,
JWK-BuildItem-MedicalTent_DescriptionLong,Medical tent improves injury regeneration and allows to purchase medical goods using supplies.,A tenda médica melhora a regeneração de ferimentos e permite comprar itens médicos usando suprimentos.,
JWK-BuildItem-Mortar,Mortar,Morteiro,
JWK-BuildItem-Mortar_Description,Send a message over long distance.,Envie uma mensagem a longa distância.,
JWK-BuildItem-Mortar_DescriptionLong,Complete mortar emplacement. Projectiles can be purchased using supplies.,Posição de morteiro completa. Projéteis podem ser adquiridos usando suprimentos.,
JWK-BuildItem-StorageSmall,Small supplies storage,Armazém pequeno de suprimentos,
JWK-BuildItem-StorageSmall-Description,Store 900 supplies.,Armazena 900 suprimentos.,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows to store 900 supplies. First one can be constructed for free.,Permite armazenar 900 suprimentos. O primeiro pode ser construído gratuitamente.,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,Rampa de manutenção de veículos,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,Reparar veículos.,
JWK-BuildItem-VehicleRamp_DescriptionLong,,,
JWK-BuildUI-Cost,Cost:,Custo:,
JWK-BuildUI-Title,Build,Construir,
JWK-CTA-ConstructionMenu,Construction menu,Menu de construção,
JWK-CTA-HideoutResupply,Resupply hideout,Reabastecer esconderijo,
JWK-CTA-HideoutTakeSupplies,Take hideout supplies,,
JWK-CTA-ManageVehicles,Manage vehicles,Gerenciar veículos,
JWK-CTA-OpenMenu,Freedom Fighters,Lutadores da Liberdade,
JWK-CTA-ParkVehicle,Park vehicle,Estacionar veículo,
JWK-CTA-Radio,Use radio,Usar rádio,
JWK-CTA-TimeToWithstand,Withstand in...,Resistir em...,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,Doar suprimentos aos civis,
JWK-CharacterMenu,Character Menu,Menu de personagem,
JWK-CharacterUI-Age,Age,Idade,
JWK-CharacterUI-Birthday,Birthday,Aniversário,
JWK-CharacterUI-Birthplace,Birthplace,Local de nascimento,
JWK-CharacterUI-BloodType,Blood type,Tipo sanguíneo,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,,
JWK-CharacterUI-Title,Profile,Perfil,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,,
JWK-ConsoleUI-BackToMenu,Back to menu,Voltar ao menu,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.","Devido à ausência de recursos de modding, a experiência single player e hospedagem local não está disponível em consoles. Sugerimos criar um servidor dedicado privado ou entrar em um servidor público.",
JWK-ConsoleUI-Title,Unavailable on consoles,Indisponível nos consoles,
JWK-ConvoAction-Convert,Convince to support,Convencer a apoiar,
JWK-ConvoAction-Extort,Extort money,Extorquir dinheiro,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,Pedir uma reunião,
JWK-ConvoChoice-AskJob,Ask for a job,Pedir um trabalho,
JWK-ConvoChoice-Confirm,Confirm,Confirmar,
JWK-ConvoChoice-GetPoster,Ask for posters,Pedir cartazes,
JWK-ConvoChoice-ReportBack,Report back,Reportar de volta,
JWK-ConvoChoice-ReportResistance,Report resistance activity,Reportar atividade da resistência,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,Reforços,
JWK-ConvoChoice-RequestSupport,Request support,Solicitar apoio,
JWK-ConvoChoice-ResignJob,Resign from a job,,
JWK-ConvoChoice-Trade,Trade,Trocar,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,Entregar dogtags,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.",,
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.","O salvamento forçado realizará todo o salvamento em uma única operação, o que pode travar o servidor em mapas grandes e com muitos dados. Isso pode fazer com que jogadores remotos, incluindo você, percam a conexão. Isso não afeta a operação de salvamento em si.",
JWK-DialogUI-OnlineForceSave-Title,Online session warning,Aviso de sessão online,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","Tem certeza que deseja apagar os dados salvos da campanha? Após prosseguir, o cenário será reiniciado automaticamente.<br/><br/><b><color rgba='255,0,0,255'>AVISO: ESSA OPERAÇÃO NÃO PODE SER DESFEITA. VOCÊ PERDERÁ TODO O PROGRESSO.</color></b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,Aviso de exclusão,
JWK-DifficultyPreset-Custom,Custom,Personalizado,
JWK-DifficultyPreset-Easy,Easy,Fácil,
JWK-DifficultyPreset-Extreme,Extreme,Extremo,
JWK-DifficultyPreset-Hard,Hard,Difícil,
JWK-DifficultyPreset-Normal,Normal,Normal,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,Usado para identificar corpos encontrados no campo de batalha.,
JWK-Dogtag_Name_Dynamic,%1 dogtags,%1 marcas de cão,
JWK-Dogtag_Name_Universal,Dogtags,Dogtags,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,As tuas roupas estão ensanguentadas. Usá-las quebra o teu disfarce e faz-te atrair a atenção do inimigo. Devias mudar de roupa ou ir dar um mergulho.,
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,As suas roupas foram limpas. Usá-las já não o tornará suspeito.,
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.","Você será tratado como combatente ao portar armas abertamente ou usar trajes de combate. Cuidado, pois pode se tornar procurado se os inimigos te virem.",
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,Você agora é procurado pelo inimigo. Esconda-se em um local seguro e permaneça fora de vista por um tempo para perder o nível de procura.,
JWK-EditSignUI-Text,Text,Texto,
JWK-EditSignUI-TextColor,Text color,Cor do texto,
JWK-EditSignUI-TextSize,Text size,Tamanho do texto,
JWK-EditSignUI-Title,Edit Sign,Editar placa,
JWK-EditorAttrib-Heat,Heat level,,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,,
JWK-EditorAttrib-LockState,Locked,,
JWK-EditorAttrib-Money,Money,,
JWK-EndGameUI-GameOver,Defeat,Derrota,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.","Apesar dos melhores esforços e luta heroica, %1 não conseguiu libertar %2. As forças de %3 vieram para ficar por muito tempo. Da próxima vez, preste mais atenção ao apoio da população e à logística da sua revolução. Nenhum esforço militar na história teve sucesso sem esses elementos.",
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.","Ótimo trabalho! Graças ao esforço incansável de %1, a população de %2 não será mais oprimida pelas forças de %3. Esses atos heroicos serão lembrados por muitas gerações.",
JWK-EndGameUI-VictoryTitle,Victory,Vitória,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,Use isto para acordar pessoas incapacitas. Pode ser também auto-administrado.,
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,Injetor de uso único com uma dose de epinefrina.,
JWK-EpinephrineItem-Name,Epinephrine,Epinefrina,
JWK-Everon-Airport,Airport,Aeroporto,
JWK-Everon-Barracks,Barracks,Alojamento,
JWK-Everon-CementPlant,Cement Plant,Cimenteira,
JWK-Everon-ChotainFarm,Chotain Farm,Fazenda Chotain,
JWK-Everon-ConcretePlant,Concrete Plant,Usina de Concreto,
JWK-Everon-EtoupeFarm,Etoupe Farm,Fazenda Etoupe,
JWK-Everon-FieldHospital,Field Hospital,Hospital de Campanha,
JWK-Everon-Headquarters,Headquarters,Quartel-general,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Serraria Le Moule,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,Armazém Logístico,
JWK-Everon-MontignacFactory,Montignac Factory,Fábrica Montignac,
JWK-Everon-MontignacFarm,Montignac Farm,Fazenda Montignac,
JWK-Everon-PowerPlant,Power Plant,Usina de Energia,
JWK-Everon-Quarry,Quarry,Pedreira,
JWK-Everon-ReginaSawmill,Regina Sawmill,Serraria Regina,
JWK-Everon-TrainingGrounds,Training Grounds,Campo de Treinamento,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,Fábrica VD Almara,
JWK-FM-Appearance-Intro,Appearance reflects how your character is perceived by others and depends on all worn attire and held items. Wearing any piece of military clothing will cause your character to be identified as a <b>combatant</b>. This means enemies will shoot on sight and mark you as wanted — the same applies to openly carrying any type of weapon.,A aparência reflete como seu personagem é percebido pelos outros e depende de todas as roupas e itens carregados. Vestir qualquer peça de roupa militar fará com que seu personagem seja identificado como <b>combatente</b>. Isso significa que os inimigos atirarão à primeira vista e te marcarão como procurado — o mesmo vale para portar abertamente qualquer tipo de arma.,
JWK-FM-Appearance-Settings,"Depending on your difficulty settings, you may see a status icon denoting whether your character is perceived as a combatant.<br/><br/>As the base game does not contain any civilian backpacks, the general purpose military ones are not treated as military equipment.<br/><br/>The absence of a shirt, pants, or boots will cause your character to attract enemy attention. After all, someone running around in only their underwear is bound to look suspicious.","Dependendo das suas configurações de dificuldade, pode aparecer um ícone de status indicando se seu personagem é visto como combatente.<br/><br/>Como o jogo base não possui mochilas civis, as mochilas militares de uso geral não são consideradas equipamento militar.<br/><br/>A ausência de camisa, calça ou botas fará com que seu personagem chame a atenção dos inimigos. Afinal, alguém correndo só de roupa íntima certamente parecerá suspeito.",
JWK-FM-Armories-Intro,"Armories allow to purchase weapons and ammunitions using resources stored at the base.<br/><br/>Different types of armories can be built, depending on the operating base type:<br/><br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunitions of your supporting faction.<br/><br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunitions of the player faction.","Armarias permitem comprar armas e munições usando recursos armazenados na base.<br/><br/>Diferentes tipos de armarias podem ser construídos, dependendo do tipo de base operacional:<br/><br/>- <b>Armaria Aliada</b> está disponível em <b>bases militares</b> e oferece armas e munições da facção aliada.<br/><br/>- <b>Armaria de Campo</b> está disponível em <b>FOBs</b> e oferece armas e munições da facção do jogador.",
JWK-FM-Battles-Intro,"Battles occur when control over a certain point of interest is contested. When a battle is won, the contesting faction takes control. Refer to the specific location description to learn how to provoke a battle. Only one battle can be active at any given moment and it's progress cannot be saved. If the game is closed during a battle, the battle will need to be started from the beginning. Battles length and intensity depend on the number of players online, campaign progress, location significance and threat level.<br/><br/>Once a battle begins, everyone will see a notification. Progress bar will appear at the top of the screen, accompanied by the location name. Battle location will be also marked on the map, denoting the <b>contested area</b> by a stripe pattern.","Batalhas acontecem quando o controle de um ponto de interesse está sendo disputado. Quando uma batalha é vencida, a facção contestadora assume o controle. Consulte a descrição do local para saber como provocar uma batalha. Só pode haver uma batalha ativa por vez e seu progresso não pode ser salvo. Se o jogo for fechado durante uma batalha, ela deverá ser reiniciada do começo. O tempo e a intensidade das batalhas dependem do número de jogadores online, progresso da campanha, importância do local e nível de ameaça.<br/><br/>Quando uma batalha começa, todos verão uma notificação. A barra de progresso aparecerá no topo da tela, junto ao nome do local. O local da batalha também será marcado no mapa, denotando a <b>área contestada</b> com um padrão listrado.",
JWK-FM-Battles-Phases,"Each battle consists of two phases:<br/><br/>- <b>deployment phase</b>: the enemy is still deploying onto the battlefield. The progress bar is yellow and represents how much of their forces are already fielded. Once the bar completes, the battle will transition into domination phase.<br/><br/>- <b>domination phase</b>: the sides fight for control. The progress bar is green and represents resistance control over the location. The control will increase every few moments if there are more <b>freedom fighters</b> in the <b>contested area</b> than enemies in the near vicinity.<br/><br/>If there are no <b>freedom fighters</b> in the contested area, the resistance will begin to rapidly lose control. In this case, the progress bar will turn red. Once the bar fills, the battle will be lost.","Cada batalha consiste em duas fases:<br/><br/>- <b>fase de implantação</b>: o inimigo ainda está se posicionando no campo de batalha. A barra de progresso é amarela e mostra quanto das forças deles já está em campo. Quando a barra completar, a batalha passa para a fase de dominação.<br/><br/>- <b>fase de dominação</b>: os lados lutam pelo controle. A barra de progresso fica verde e representa o controle da resistência sobre o local. O controle aumenta a cada momento se houver mais <b>lutadores da liberdade</b> na <b>área contestada</b> do que inimigos próximos.<br/><br/>Se não houver <b>lutadores da liberdade</b> na área contestada, a resistência começará a perder o controle rapidamente. Nesse caso, a barra fica vermelha. Quando a barra encher, a batalha será perdida.",
JWK-FM-BeingWanted-Heat,"<b>Heat level</b> is a measure of how much your character is wanted by the enemy. Once it drops to 0, you will be no longer wanted. Heat decreases over time as long as you stay out of sight of enemy troops. Your current heat level is represented by the fill level of the wanted status icon in the HUD. The time required to fully lose maximum heat depends on your difficulty settings.<br/><br/>If your character dies, the heat level and wanted state does not transfer to your new character.","O <b>nível de procura</b> mede o quanto seu personagem é procurado pelo inimigo. Quando chegar a 0, você não será mais procurado. O nível diminui com o tempo desde que você fique fora do campo de visão das tropas inimigas. O nível atual é mostrado pelo preenchimento do ícone de procurado no HUD. O tempo para perder todo o nível depende das configurações de dificuldade.<br/><br/>Se seu personagem morrer, o nível de procura e o estado de procurado não passam para o novo personagem.",
JWK-FM-BeingWanted-Intro,"Various activities may cause your character to become <b>wanted</b>. This means your character is actively hunted by enemy forces and will be shot on sight, even if you appear as a civilian. Being wanted has also many negative side effects, such as:<br/><br/>- civilian shops will not serve you<br/>- resistance representatives may not want to talk to you<br/>- public transport becomes unavailable<br/>- resting becomes unavailable<br/><br/>...and more.","Diversas atividades podem fazer com que seu personagem se torne <b>procurado</b>. Isso significa que você será ativamente caçado pelas forças inimigas e será atacado à primeira vista, mesmo se estiver de civil. Ser procurado também traz muitos efeitos negativos, como:<br/><br/>- lojas civis não atenderão você<br/>- representantes da resistência podem não querer falar com você<br/>- transporte público fica indisponível<br/>- descanso fica indisponível<br/><br/>...e outros.",
JWK-FM-Category-FreedomFighters,Freedom Fighters,Lutadores da Liberdade,
JWK-FM-Category-Gameplay,Gameplay,Jogabilidade,
JWK-FM-Category-General,General,Geral,
JWK-FM-Category-HeartsAndMinds,Hearts and minds,Corações e mentes,
JWK-FM-Category-Introduction,Introduction,Introdução,
JWK-FM-Category-Locations,Locations,Locais,
JWK-FM-Category-OperatingBases,Operating bases,Bases operacionais,
JWK-FM-Category-Resistance,Resistance,Resistência,
JWK-FM-Category-World,World,Mundo,
JWK-FM-CharacterStatus-Combatant,"Visible if your character is considered a <b>combatant</b>. This is caused by carrying weapons, using military vehicles and wearing military attire. Or wearing no attire at all.","Visível se seu personagem for considerado um <b>combatente</b>. Isso ocorre ao portar armas, usar veículos militares ou vestir roupas militares. Ou ainda, ao não usar nenhuma roupa.",
JWK-FM-CharacterStatus-Heat,"Visible if your character is <b>wanted</b>. Its fill level represents how much <b>heat</b> your character has, which reduces over time as you remain hidden.","Visível se seu personagem estiver <b>procurado</b>. O preenchimento mostra o quanto de <b>procura</b> seu personagem possui, que diminui com o tempo enquanto permanecer escondido.",
JWK-FM-CharacterStatus-IllegalZone,Visible if your character is within an <b>illegal area</b>.,Visível se seu personagem estiver em uma <b>área ilegal</b>.,
JWK-FM-CharacterStatus-Intro,"<b>Character status</b> is indicated by various icons shown on the HUD in the right-upper corner of the screen. Depending on your <b>difficulty settings</b>, some of the indicators listed below may not be displayed in your game.","O <b>status do personagem</b> é indicado por vários ícones exibidos no HUD no canto superior direito da tela. Dependendo das suas <b>configurações de dificuldade</b>, alguns dos indicadores abaixo podem não aparecer no seu jogo.",
JWK-FM-CharacterStatus-Seen,"Visible when your character is within enemy sight. Pulling out weapons, acting suspiciously or committing crimes is not the best idea.","Visível quando seu personagem está no campo de visão do inimigo. Sacar armas, agir de modo suspeito ou cometer crimes não é uma boa ideia.",
JWK-FM-CharacterStatus-SeenDetected,"Visible if your character has been detected as a threat and is within enemy sight. If you are at a distance, concealed or in the dark, it will take longer for the enemies to recognize you. When this happens, the icon will gradually fill up, giving you a brief chance to hide.","Visível se seu personagem foi detectado como ameaça e está no campo de visão do inimigo. Se você estiver distante, escondido ou no escuro, levará mais tempo para os inimigos te reconhecerem. Quando isso acontecer, o ícone irá preencher gradualmente, te dando uma breve chance de se esconder.",
JWK-FM-CharacterStatus-Undercover,"Visible if your character is <b>undercover</b>, which means it's impersonating an enemy soldier.","Visível se seu personagem está <b>disfarçado</b>, ou seja, fingindo ser um soldado inimigo.",
JWK-FM-CiviliansOverview-GameProgress,"Population support is required indirectly to finish the campaign. Without it, you won't be able to control all required points of interest. It counts towards the progress, so you need to convince every single person to reach 100%.","O apoio da população é necessário, indiretamente, para concluir a campanha. Sem ele, você não conseguirá controlar todos os pontos de interesse exigidos. Conta para o progresso, então você precisa convencer todas as pessoas para chegar a 100%.",
JWK-FM-CiviliansOverview-Income,Each supporter will donate a small amount of money to the resistance every day. The funds are then split equally and sent to all present <b>freedom fighters</b> automatically.,Cada apoiador doará uma pequena quantia de dinheiro para a resistência diariamente. Os fundos são então divididos igualmente e enviados para todos os <b>lutadores da liberdade</b> presentes automaticamente.,
JWK-FM-CiviliansOverview-Intro,"Civilian population is a key element in your revolution. After all, it is their freedom you are fighting for. Just incidentally they also happen to fuel your efforts with money and manpower. Each civilian may have one of the following stances regarding revolution:<br/><br/>- <b>supporting</b>: friendly to the resistance members and disapproving of the occupier.<br/><br/>- <b>neutral</b>: no stance, the initial state for most of the population. They don't really care about the revolution or the occupier forces. They can be turned into supporters, given enough reasons to.<br/><br/>- <b>hostile</b>: actively against the revolution and supporting the occupier. They cannot be turned into supporters, but given enough time they may become neutral.<br/><br/>Population moods will change in reaction to your actions. While civilians are rather tolerant to acts of war and inconveniences caused by combat against the occupier, any wrongdoings towards them will turn them hostile very quickly. Keep in mind your supporters may become hostile just as well, negating your hard-earned friendliness.<br/><br/>You can inspect general population stats in the campaign progress menu. To check local trends, inspect selected town on the map. Population composition is represented by a progress bar, with color-coded segments proportional to the popularity of relevant stance.","A população civil é um elemento chave na sua revolução. Afinal, é pela liberdade deles que você está lutando. De quebra, eles também sustentam seus esforços com dinheiro e mão de obra. Cada civil pode ter uma das seguintes posições quanto à revolução:<br/><br/>- <b>apoiando</b>: amigável aos membros da resistência e desaprova o ocupante.<br/><br/>- <b>neutro</b>: sem posição, o estado inicial da maioria da população. Eles não ligam muito para a revolução ou para as forças ocupantes. Podem se tornar apoiadores, se tiverem razões suficientes.<br/><br/>- <b>hostil</b>: ativamente contra a revolução e apoiando o ocupante. Não podem se tornar apoiadores, mas com o tempo podem ficar neutros.<br/><br/>O humor da população muda de acordo com suas ações. Civis são tolerantes a atos de guerra e incômodos do combate contra o ocupante, mas qualquer ato contra eles fará com que se tornem hostis rapidamente. Lembre-se que até seus apoiadores podem se tornar hostis, anulando sua amizade conquistada.<br/><br/>Você pode ver estatísticas gerais no menu de progresso da campanha. Para ver tendências locais, inspecione a cidade escolhida no mapa. A composição da população aparece em uma barra de progresso, com segmentos coloridos proporcionais à popularidade de cada posição.",
JWK-FM-Commanding-Intro,"You can command a squad using the vanilla commanding system. You subordinates are persistent and in multiplayer sessions enter and exit the game with you. If your character dies, your squad will become detached. Any player, including you, can take command over a detached fighter by approaching them and using an action. Therefore you can regain command, if you return to your former squad with a new character quickly enough. A detached squad will disappear if there is no one nearby for a certain time.","Você pode comandar um esquadrão usando o sistema padrão de comando. Seus subordinados são persistentes e, em sessões multiplayer, entram e saem do jogo junto com você. Se seu personagem morrer, seu esquadrão ficará sem líder. Qualquer jogador, inclusive você, pode assumir o comando de um combatente sem líder se aproximando dele e usando uma ação. Portanto, você pode retomar o comando se retornar ao seu antigo esquadrão com um novo personagem rapidamente. Um esquadrão sem líder desaparecerá se não houver ninguém por perto por um certo tempo.",
