Id,Source,Translation,Comment
JWK-BuildItem-StorageSmall-Description,Store 900 supplies.,Almacena 900 suministros.,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows to store 900 supplies. First one can be constructed for free.,Permite almacenar 900 suministros. El primero se puede construir gratis.,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,Rampa de mantenimiento de vehículos,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,Reparación de vehículos.,
JWK-BuildItem-VehicleRamp_DescriptionLong,,,
JWK-BuildUI-Cost,Cost:,Coste:,
JWK-BuildUI-Title,Build,Construcción,
JWK-CTA-ConstructionMenu,Construction menu,Menú Construcción,
JWK-CTA-HideoutResupply,Resupply hideout,Reabastecer escondite,
JWK-CTA-HideoutTakeSupplies,Take hideout supplies,,
JWK-CTA-ManageVehicles,Manage vehicles,Gestionar vehículos,
JWK-CTA-OpenMenu,Freedom Fighters,Luchadores por la libertad,
JWK-CTA-ParkVehicle,Park vehicle,Aparcar el vehículo,
JWK-CTA-Radio,Use radio,Utilizar la radio,
JWK-CTA-TimeToWithstand,Withstand in...,Te levantaras en...,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,Donar suministros a la población civil,
JWK-CharacterMenu,Character Menu,Menú de personaje,
JWK-CharacterUI-Age,Age,Edad,
JWK-CharacterUI-Birthday,Birthday,Nacimiento,
JWK-CharacterUI-Birthplace,Birthplace,Lugar de nacimiento,
JWK-CharacterUI-BloodType,Blood type,Tipo de sangre,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,Se busca vivo o muerto,
JWK-CharacterUI-Title,Profile,Perfil,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,Usa un vehiculo en busqueda,
JWK-ConsoleUI-BackToMenu,Back to menu,Volver al menú,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.","Debido a la falta de funciones de modding, la experiencia para un jugador y el hosting local no están disponibles en los sistemas de consola. Sugerimos configurar un servidor dedicado privado o unirse a uno público.",
JWK-ConsoleUI-Title,Unavailable on consoles,No disponible en consolas,
JWK-ConvoAction-Convert,Convince to support,Convencer para que nos apoye,
JWK-ConvoAction-Extort,Extort money,Extorsionar dinero,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,Solicitar una reunión,
JWK-ConvoChoice-AskJob,Ask for a job,Pedir una tarea,
JWK-ConvoChoice-Confirm,Confirm,Confirmar,
JWK-ConvoChoice-FollowMe,Ask to follow,,
JWK-ConvoChoice-GetPoster,Ask for posters,Pedir carteles,
JWK-ConvoChoice-Liberate,Liberate,,
JWK-ConvoChoice-ReportBack,Report back,Informar,
JWK-ConvoChoice-ReportResistance,Report resistance activity,Denunciar presencia de la resistencia,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,Refuerzos,
JWK-ConvoChoice-RequestSupport,Request support,Solicitar ayuda,
JWK-ConvoChoice-ResignJob,Resign from a job,,
JWK-ConvoChoice-StopFollowing,Ask to stay,,
JWK-ConvoChoice-Trade,Trade,Comerciar,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,Entregar las placas de identificación,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.","Los objetos restablecidos pueden colisionar con edificaciones o vehiculos dejados en lugar de los objetos destruidos, causando un efecto indeseado. Este es un proceso experimental y se recomienda hacer una copia de tu partida guardada.<br/><br/>Una vez confirmes la acción, tienes que forzar el grabado y reiniciar el server para que los cambios tengan efecto.",
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,Deshacer destrucción,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.","El guardado forzado realizará el guardado completo en una sola operación, lo que puede bloquear el servidor en mapas grandes y con muchos datos. Esto puede hacer que los jugadores remotos, incluido tú, pierdan la conexión. Esto no afecta a la operación de guardado en sí.",
JWK-DialogUI-OnlineForceSave-Title,Online session warning,Aviso de sesión online,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","¿Estás seguro de querer borrar los datos de guardado de la campaña? Después de proceder, el escenario se reiniciará automáticamente.<br/><br/><b><color rgba='255,0,0,255'>ADVERTENCIA: ESTA OPERACIÓN NO SE PUEDE REVERTIR. PERDERÁS TODO EL PROGRESO.</color></b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,Aviso de borrado,
JWK-DifficultyPreset-Custom,Custom,Personalizado,
JWK-DifficultyPreset-Easy,Easy,Fácil,
JWK-DifficultyPreset-Extreme,Extreme,Extremo,
JWK-DifficultyPreset-Hard,Hard,Dificil,
JWK-DifficultyPreset-Normal,Normal,Normal,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,Se utiliza para identificar cadáveres encontrados en el campo de batalla.,
JWK-Dogtag_Name_Dynamic,%1 dogtags,%1 placas de identificación,
JWK-Dogtag_Name_Universal,Dogtags,Placas de identificación,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,Tu ropa está ensangrentada. Llevarlas desvela tu disfraz y te hace llamar la atención del enemigo. Deberías cambiarte de ropa o ir a nadar.,
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,Tu ropa ha sido limpiada. Llevarla puesta ya no te hará sospechoso.,
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.","Serás tratado como un combatiente cuando lleves armas abiertamente o vistas atuendos de combatiente. Ten cuidado, ya que puedes ser buscado si te ven los enemigos.",
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,Ahora estás buscado por el enemigo. Escóndete en un lugar seguro y permanece fuera de la vista durante algún tiempo para perderlos.,
JWK-EditSignUI-Text,Text,Texto,
JWK-EditSignUI-TextColor,Text color,Color del texto,
JWK-EditSignUI-TextSize,Text size,Tamaño del texto,
JWK-EditSignUI-Title,Edit Sign,Editar cartel,
JWK-EditorAttrib-Heat,Heat level,Nivel de busqueda,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,Poner a 0% para eliminar estado de busqueda,
JWK-EditorAttrib-LockState,Locked,Bloqueado,
JWK-EditorAttrib-Money,Money,Dinero,
JWK-EndGameUI-GameOver,Defeat,Derrota,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.","A pesar de los esfuerzos y la lucha heroica, %1 no ha podido liberar %2. Las fuerzas de %3 están aquí para quedarse por mucho tiempo. La próxima vez presta más atención al apoyo de la población y a la logística de tu revolución. Ningún esfuerzo militar en la historia tuvo éxito sin estos elementos.",
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.","¡Buen trabajo! Gracias al incansable esfuerzo realizado por la %1, la población de %2 ya no será oprimida por las fuerzas de %3. Estos actos heroicos serán recordados por muchas generaciones venideras.",
JWK-EndGameUI-VictoryTitle,Victory,Victoria,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,Utilícelo para despertar a personas incapacitadas. También puede autoadministrarse.,
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,Inyector de un solo uso con una dosis de epinefrina.,
JWK-EpinephrineItem-Name,Epinephrine,Epinefrina,
JWK-Everon-Airport,Airport,Aeropuerto,
JWK-Everon-Barracks,Barracks,Barracones,
JWK-Everon-CementPlant,Cement Plant,Fábrica de cemento,
JWK-Everon-ChotainFarm,Chotain Farm,Granja Chotain,
JWK-Everon-ConcretePlant,Concrete Plant,Planta de hormigón,
JWK-Everon-EtoupeFarm,Etoupe Farm,Granja Etoupe,
JWK-Everon-FieldHospital,Field Hospital,Hospital de campaña,
JWK-Everon-Headquarters,Headquarters,Cuartel general,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Aserradero Le Moule,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,Almacén logístico,
JWK-Everon-MontignacFactory,Montignac Factory,Fábrica de Montignac,
JWK-Everon-MontignacFarm,Montignac Farm,Granja de Montignac,
JWK-Everon-PowerPlant,Power Plant,Central eléctrica,
JWK-Everon-Quarry,Quarry,Cantera,
JWK-Everon-ReginaSawmill,Regina Sawmill,Aserradero Regina,
JWK-Everon-TrainingGrounds,Training Grounds,Campos de entrenamiento,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,Fábrica VD Almara,
JWK-FM-Appearance-Intro,Appearance reflects how your character is perceived by others and depends on all worn attire and held items. Wearing any piece of military clothing will cause your character to be identified as a <b>combatant</b>. This means enemies will shoot on sight and mark you as wanted - the same applies to openly carrying any type of weapon.,La apariencia refleja cómo tu personaje es percibido por los demás y depende de ropa puesta y objetos que lleves en la mano. Llevar cualquier prenda de ropa militar hará que tu personaje sea identificado como un <b>combatiente</b>. Esto significa que los enemigos dispararán al verte y te marcarán como buscado - lo mismo se aplica a llevar abiertamente cualquier tipo de arma.,
JWK-FM-Appearance-Settings,"Depending on your difficulty settings, you may see a status icon denoting whether your character is perceived as a combatant.<br/><br/>As the base game does not contain any civilian backpacks, the general purpose military ones are not treated as military equipment.<br/><br/>The absence of a shirt, pants, or boots will cause your character to attract enemy attention. After all, someone running around in only their underwear is bound to look suspicious.","Dependiendo de tu configuración de dificultad, es posible que veas un icono de estado que denota si tu personaje es percibido como un combatiente.<br/><br/>Como el juego base no contiene mochilas civiles, las militares de uso general no se tratan como equipo militar.<br/><br/>La ausencia de camisa, pantalones o botas hará que tu personaje atraiga la atención del enemigo. Al fin y al cabo, alguien que va por ahí en ropa interior es sospechoso.",
JWK-FM-Armories-Intro,"Armories allow to purchase weapons and ammunitions using resources stored at the base.<br/><br/>Different types of armories can be built, depending on the operating base type:<br/><br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunitions of your supporting faction.<br/><br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunitions of the player faction.","Los arsenales permiten comprar armas y municiones usando los recursos almacenados en la base.<br/><br/>Se pueden construir diferentes tipos de arsenal, dependiendo del tipo de base operativa:<br/><br/>- <b>Arsenal aliado</b> está disponible en <b>bases militares</b> y ofrece armas y municiones de tu facción de apoyo.<br/><br/>- <b>Arsenal de campaña</b> está disponible en las <b>FOB</b> y ofrece armas y munición de la facción del jugador.",
JWK-FM-Battles-Intro,"Battles occur when control over a certain point of interest is contested. When a battle is won, the contesting faction takes control. Refer to the specific location description to learn how to provoke a battle. Only one battle can be active at any given moment and it's progress cannot be saved. If the game is closed during a battle, the battle will need to be started from the beginning. Battles length and intensity depend on the number of players online, campaign progress, location significance and threat level.<br/><br/>Once a battle begins, everyone will see a notification. Progress bar will appear at the top of the screen, accompanied by the location name. Battle location will be also marked on the map, denoting the <b>contested area</b> by a stripe pattern.","Las batallas tienen lugar cuando se disputa el control sobre un determinado punto de interés. Cuando se gana una batalla, la facción contendiente toma el control. Consulta la descripción del lugar específico para saber cómo provocar una batalla. Sólo puede haber una batalla activa en un momento dado y su progreso no puede guardarse. Si se cierra el juego durante una batalla, habrá que empezarla desde el principio. La duración y la intensidad de las batallas dependen del número de jugadores conectados, del progreso de la campaña, de la importancia de la ubicación y del nivel de amenaza.<br/><br/>Una vez que comience una batalla, todos verán una notificación. Aparecerá una barra de progreso en la parte superior de la pantalla, acompañada del nombre de la ubicación. La ubicación de la batalla también se marcará en el mapa, indicando la <b>zona disputada</b> con un patrón de rayas.",
JWK-FM-Battles-Phases,"Each battle consists of two phases:<br/><br/>- <b>deployment phase</b>: the enemy is still deploying onto the battlefield. The progress bar is yellow and represents how much of their forces are already fielded. Once the bar completes, the battle will transition into domination phase.<br/><br/>- <b>domination phase</b>: the sides fight for control. The progress bar is green and represents resistance control over the location. The control will increase every few moments if there are more <b>freedom fighters</b> in the <b>contested area</b> than enemies in the near vicinity.<br/><br/>If there are no <b>freedom fighters</b> in the contested area, the resistance will begin to rapidly lose control. In this case, the progress bar will turn red. Once the bar fills, the battle will be lost.","Cada batalla consta de dos fases:<br/><br/>- <b>fase de despliegue</b>: el enemigo está desplegándose en el campo de batalla. La barra de progreso es amarilla y representa cuántas de sus fuerzas ya están desplegadas. Una vez que la barra se complete, la batalla pasará a la fase de dominación.<br/><br/>- <b>fase de dominación</b>: los bandos luchan por el control. La barra de progreso es verde y representa el control de la resistencia sobre el lugar. El control aumentará cada poco tiempo si hay más <b>luchadores por la libertad</b> en la <b>zona disputada</b> que enemigos en las inmediaciones.<br/><br/>Si no hay <b>luchadores por la libertad</b> en la zona disputada, la resistencia empezará a perder el control rápidamente. En este caso, la barra de progreso se volverá roja. Una vez que la barra se llene, la batalla estará perdida.",
JWK-FM-BeingWanted-Heat,"<b>Heat level</b> is a measure of how much your character is wanted by the enemy. Once it drops to 0, you will be no longer wanted. Heat decreases over time as long as you stay out of sight of enemy troops. Your current heat level is represented by the fill level of the wanted status icon in the HUD. The time required to fully lose maximum heat depends on your difficulty settings.<br/><br/>If your character dies, the heat level and wanted state does not transfer to your new character.","<b>Nivel de búsqueda</b> es una medida de con qué intensidad busca el enemigo a tu personaje. Una vez que desciende a 0, dejarás de ser buscado. El nivel disminuye con el tiempo mientras te mantengas fuera de la vista de las tropas enemigas. Tu nivel de busqueda actual está representado por el nivel de llenado del icono de estado buscado en el HUD. El tiempo necesario para perder completamente el nivel máximo depende de tu configuración de dificultad.<br/><br/>Si tu personaje muere, el nivel de busqueda y el estado de buscado no se transfieren a tu nuevo personaje.",
JWK-FM-BeingWanted-Intro,"Various activities may cause your character to become <b>wanted</b>. This means your character is actively hunted by enemy forces and will be shot on sight, even if you appear as a civilian. Being wanted has also many negative side effects, such as:<br/><br/>- civilian shops will not serve you<br/>- resistance representatives may not want to talk to you<br/>- public transport becomes unavailable<br/>- resting becomes unavailable<br/><br/>...and more.","Varias acciones pueden hacer que tu personaje esté <b>en búsqueda</b>. Esto significa que tu personaje es perseguido activamente por las fuerzas enemigas y será abatido en cuanto te vean, aunque aparezcas como civil. Ser buscado también tiene muchos efectos secundarios negativos, como:<br/><br/>- las tiendas civiles no te atenderán<br/>- los representantes de la resistencia puede que no quieran hablar contigo<br/>- el transporte público deja de estar disponible<br/>- el descanso deja de estar disponible<br/><br/>...y mucho más.",
JWK-FM-Category-FreedomFighters,Freedom Fighters,Luchadores por la libertad,
JWK-FM-Category-Gameplay,Gameplay,Mecánicas,
JWK-FM-Category-General,General,General,
JWK-FM-Category-HeartsAndMinds,Hearts and minds,Corazones y mentes,
JWK-FM-Category-Introduction,Introduction,Introducción,
JWK-FM-Category-Locations,Locations,Ubicaciones,
JWK-FM-Category-OperatingBases,Operating bases,Bases de operaciones,
JWK-FM-Category-Resistance,Resistance,Resistencia,
JWK-FM-Category-World,World,Mundo,
JWK-FM-CharacterStatus-Combatant,"Visible if your character is considered a <b>combatant</b>. This is caused by carrying weapons, using military vehicles and wearing military attire. Or wearing no attire at all.","Visible si tu personaje es considerado un <b>combatiente</b>. Esto es causado por llevar armas, usar vehículos militares y vestir atuendos militares. O por no llevar ningún atuendo.",
JWK-FM-CharacterStatus-Heat,"Visible if your character is <b>wanted</b>. Its fill level represents how much <b>heat</b> your character has, which reduces over time as you remain hidden.","Visible si tu personaje es <b>buscado</b>. Su nivel de llenado representa cuánto <b>nivel de búsqueda</b> corre tu personaje, que se reduce con el tiempo a medida que permaneces oculto.",
JWK-FM-CharacterStatus-IllegalZone,Visible if your character is within an <b>illegal area</b>.,Visible si tu personaje está dentro de una <b>zona ilegal</b>.,
JWK-FM-CharacterStatus-Intro,"<b>Character status</b> is indicated by various icons shown on the HUD in the right-upper corner of the screen. Depending on your <b>difficulty settings</b>, some of the indicators listed below may not be displayed in your game.","<b>El estado del personaje</b> se indica mediante varios iconos que aparecen en el HUD, en la esquina superior derecha de la pantalla. Dependiendo de tu <b>configuración de dificultad</b>, es posible que algunos de los indicadores que aparecen a continuación no se muestren en tu partida.",
JWK-FM-CharacterStatus-Seen,"Visible when your character is within enemy sight. Pulling out weapons, acting suspiciously or committing crimes is not the best idea.","Visible cuando tu personaje está a la vista del enemigo. Sacar las armas, actuar de forma sospechosa o cometer delitos no es la mejor idea.",
JWK-FM-CharacterStatus-SeenDetected,"Visible if your character has been detected as a threat and is within enemy sight. If you are at a distance, concealed or in the dark, it will take longer for the enemies to recognize you. When this happens, the icon will gradually fill up, giving you a brief chance to hide.","Visible si tu personaje ha sido detectado como amenaza y está a la vista de los enemigos. Si estás a distancia, oculto o en la oscuridad, los enemigos tardarán más en reconocerte. Cuando esto ocurra, el icono se llenará gradualmente, dándote una breve oportunidad de esconderte.",
JWK-FM-CharacterStatus-Undercover,"Visible if your character is <b>undercover</b>, which means it's impersonating an enemy soldier.","Visible si tu personaje está de <b>incógnito</b>, lo que significa que se está haciendo pasar por un soldado enemigo.",
JWK-FM-CiviliansOverview-GameProgress,"Population support is required indirectly to finish the campaign. Without it, you won't be able to control all required points of interest. It counts towards the progress, so you need to convince every single person to reach 100%.","El apoyo de la población es necesario indirectamente para terminar la campaña. Sin él, no podrás controlar todos los puntos de interés necesarios. Cuenta para el progreso, así que tienes que convencer a cada persona para alcanzar el 100%.",
JWK-FM-CiviliansOverview-Income,Each supporter will donate a small amount of money to the resistance every day. The funds are then split equally and sent to all present <b>freedom fighters</b> automatically.,Cada simpatizante donará una pequeña cantidad de dinero a la resistencia cada día. Los fondos se dividen a partes iguales y se envían a todos los <b>luchadores por la libertad</b> presentes de forma automática.,
