Id,Source,Translation,Comment
JWK-BuildItem-ArmoryMOB-DescriptionLong,Gives access to weapons and ammunitions provided by the allied faction. Items are purchased using supplies.,Donne accès aux armes et munitions fournies par la faction alliée. Les objets sont achetés avec des fournitures.,
JWK-BuildItem-Bunker,Bunker,Bunker,
JWK-BuildItem-Bunker_Description,Cozy place for your sentries.,Un endroit confortable pour vos sentinelles.,
JWK-BuildItem-Bunker_DescriptionLong,Place it in a good observation spot.,Placez-la dans un endroit propice à l'observation.,
JWK-BuildItem-CommandPost,Command post,Poste de commandement,
JWK-BuildItem-CommandPost_Description,Have an officer on site.,Avoir un officier sur place.,
JWK-BuildItem-CommandPost_DescriptionLong,Gain access to a resistance officer being present on site.,Obtenir l'accès à un officier de la résistance présent sur place.,
JWK-BuildItem-EquipmentStoreFOB,Equipment store,Magasin d'équipement,
JWK-BuildItem-EquipmentStoreFOB_Description,Buy clothing and equipment.,Acheter des vêtements et de l'équipement.,
JWK-BuildItem-EquipmentStoreFOB_DescriptionLong,Gives access to uniforms and other equipment belonging to the resistance. Items are purchased using supplies.,Donne accès aux uniformes et autres équipements appartenant à la résistance. L'achat des articles se fait à l'aide de fournitures.,
JWK-BuildItem-EquipmentStoreMOB,Equipment store,Magasin d'équipement,
JWK-BuildItem-EquipmentStoreMOB_Description,Buy clothing and equipment.,Acheter des vêtements et de l'équipement.,
JWK-BuildItem-EquipmentStoreMOB_DescriptionLong,Gives access to uniforms and other equipment provided by the allied faction. Items are purchased using supplies.,Donne accès aux uniformes et autres équipements fournis par la faction alliée. Les articles sont achetés à l'aide de fournitures.,
JWK-BuildItem-FieldGarageMedium,Medium Garage,Garage moyen,
JWK-BuildItem-FieldGarageMedium_Description,Store 2 vehicles.,Stocker 2 véhicules.,
JWK-BuildItem-FieldGarageMedium_DescriptionLong,"Allows assigning two ground vehicles to prevent them from being lost, and enables retrieving them from far away.",Permet d'affecter deux véhicules terrestres afin d'éviter qu'ils ne se perdent et permet de les récupérer à distance.,
JWK-BuildItem-FieldGarageSmall,Small Garage,Petit garage,
JWK-BuildItem-FieldGarageSmall_Description,Store 1 vehicle.,Stocker 1 véhicule.,
JWK-BuildItem-FieldGarageSmall_DescriptionLong,"Allows assigning a single ground vehicle to prevent it from being lost, and enables retrieving it from far away.",Permet d'assigner un seul véhicule terrestre afin d'éviter qu'il ne se perde et permet de le récupérer à distance.,
JWK-BuildItem-FiringPosition,Firing position,Position de tir,
JWK-BuildItem-FiringPosition_Description,Prepare for unwanted guests.,Préparez-vous à recevoir des invités indésirables.,
JWK-BuildItem-FiringPosition_DescriptionLong,Basic defence composition.,Composition de défense simple.,
JWK-BuildItem-FuelPoint,Fuel point,Point de ravitaillement,
JWK-BuildItem-FuelPoint_Description,Refuel vehicles.,Ravitailler les véhicules en carburant.,
JWK-BuildItem-FuelPoint_DescriptionLong,Allows to refuel ground vehicles.,Permet de ravitailler les véhicules terrestres.,
JWK-BuildItem-GuardTower,Guard tower,Tour de garde,
JWK-BuildItem-GuardTower_Description,Get a better view.,Permet d'obtenir une meilleure vue.,
JWK-BuildItem-Helipad,Helipad,Héliport,
JWK-BuildItem-HelipadRepair,Service Helipad,Héliport de service,
JWK-BuildItem-HelipadRepair_Description,Repair helicopters.,Permet de réparer les hélicoptères,
JWK-BuildItem-HelipadRepair_DescriptionLong,Service helipad allows to assign a single helicopter and enables helicopter refueling and repairing. Can be constructed only in airbases.,L'héliport de service permet d'affecter un seul hélicoptère et permet le ravitaillement et la réparation des hélicoptères. Elle ne peut être construite que dans les bases aériennes.,
JWK-BuildItem-Helipad_Description,Store single helicopter.,Stocker un seul hélicoptère.,
JWK-BuildItem-Helipad_DescriptionLong,"Helipad allows to assign a single helicopter, which protects it from being lost and enables retrieving it from far away. Basic version without refueling or repairing abilities.","L'héliport permet d'affecter un seul hélicoptère, ce qui le protège contre la perte et permet de le récupérer à distance. Version de base sans possibilité de ravitaillement ni de réparation.",
JWK-BuildItem-LivingArea,Living area,Espace de vie,
JWK-BuildItem-LivingArea_Description,Shelter recruits.,Donner un abris au recrue,
JWK-BuildItem-LivingArea_DescriptionLong,Provides living space for a few soldiers that can be recruited.,Fournit un espace de vie pour quelques soldats qui peuvent être recrutés.,
JWK-BuildItem-MedicalTent,Medical tent,Tente médicale,
JWK-BuildItem-MedicalTent_Description,Heal wounds and recover faster.,Guérit les blessures et se rétablit plus rapidement.,
JWK-BuildItem-MedicalTent_DescriptionLong,Medical tent improves injury regeneration and allows to purchase medical goods using supplies.,La tente médicale améliore la régénération des blessures et permet d'acheter des produits médicaux en utilisant des fournitures.,
JWK-BuildItem-Mortar,Mortar,Mortier,
JWK-BuildItem-Mortar_Description,Send a message over long distance.,Envoyer un message à distance.,
JWK-BuildItem-Mortar_DescriptionLong,Complete mortar emplacement. Projectiles can be purchased using supplies.,Emplacement de mortier complet. Les projectiles peuvent être achetés en utilisant les fournitures.,
JWK-BuildItem-StorageSmall,Small supplies storage,Stockage de petites fournitures,
JWK-BuildItem-StorageSmall-Description,Store 900 supplies.,Stocker 900 fournitures.,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows to store 900 supplies. First one can be constructed for free.,Permet de stocker 900 fournitures. Le premier peut être construit gratuitement.,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,Rampe d'entretien des véhicules,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,Réparer les véhicules.,
JWK-BuildItem-VehicleRamp_DescriptionLong,,,
JWK-BuildUI-Cost,Cost:,Coût :,
JWK-BuildUI-Title,Build,Construire,
JWK-CTA-ConstructionMenu,Construction menu,Menu de construction,
JWK-CTA-HideoutResupply,Resupply hideout,Ravitailler la cachette,
JWK-CTA-ManageVehicles,Manage vehicles,Gérer les véhicules,
JWK-CTA-OpenMenu,Freedom Fighters,Les combattants de la liberté,
JWK-CTA-ParkVehicle,Park vehicle,Stationner le véhicule,
JWK-CTA-Radio,Use radio,Utiliser la radio,
JWK-CTA-TimeToWithstand,Withstand in...,Vous vous lèverez dans...,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,Donner des fournitures aux civils,
JWK-CharacterMenu,Character Menu,Menu des personnages,
JWK-CharacterUI-Age,Age,L'âge,
JWK-CharacterUI-Birthday,Birthday,Anniversaire,
JWK-CharacterUI-Birthplace,Birthplace,Lieu de naissance,
JWK-CharacterUI-BloodType,Blood type,Groupe sanguin,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,Recherché mort ou vif.,
JWK-CharacterUI-Title,Profile,Profil,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,Utilise un véhicule recherché.,
JWK-ConsoleUI-BackToMenu,Back to menu,Retour au menu,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.","En raison de l'absence de fonctions de modification du jeu, le jeu en solo et l'hébergement local ne sont pas disponibles sur les consoles. Nous vous conseillons de mettre en place un serveur dédié privé ou de rejoindre un serveur public.",
JWK-ConsoleUI-Title,Unavailable on consoles,Indisponible sur consoles,
JWK-ConvoAction-Convert,Convince to support,Convaincre pour soutenir,
JWK-ConvoAction-Extort,Extort money,Extorquer de l'argent,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,Demander une réunion,
JWK-ConvoChoice-AskJob,Ask for a job,Demande d'emploi,
JWK-ConvoChoice-Confirm,Confirm,Confirmer,
JWK-ConvoChoice-GetPoster,Ask for posters,Demander des affiches,
JWK-ConvoChoice-ReportBack,Report back,Rapporter à l'officier,
JWK-ConvoChoice-ReportResistance,Report resistance activity,Signaler de l'activité de la résistance,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,Renforts,
JWK-ConvoChoice-RequestSupport,Request support,Demander du soutien,
JWK-ConvoChoice-Trade,Trade,Commerce,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,Remettre les plaques d'identifications des soldats,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.","Les objets restaurés peuvent entrer en collision avec des constructions ou des véhicules laissés à la place des objets détruits, provoquant des effets indésirables. Il s’agit d’une fonction expérimentale ; il est recommandé de sauvegarder au préalable.<br/><br/>Une fois l’action confirmée, vous devez forcer la sauvegarde et redémarrer le serveur pour que les changements prennent effet.",
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,Réinitialisation de la destruction,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.","La sauvegarde forcée effectue la sauvegarde complète en une seule opération, ce qui peut bloquer le serveur sur les grandes cartes et avec beaucoup de données. Les joueurs connectés, y compris vous, risquent de perdre la connexion. Cela n'affecte pas l'opération de sauvegarde elle-même.",
JWK-DialogUI-OnlineForceSave-Title,Online session warning,Avertissement concernant la session en ligne,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","Êtes-vous sûr d'effacer les données de sauvegarde de la campagne ? Après avoir procédé, le scénario redémarrera automatiquement.<br/><br/><b><color rgba='255,0,0,255'>Attention : CETTE OPÉRATION NE PEUT PAS ÊTRE REVERSÉE. VOUS PERDREZ TOUTE VOTRE PROGRESSION.</color></b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,Avertissement d'effacement,
JWK-DifficultyPreset-Custom,Custom,Sur mesure,
JWK-DifficultyPreset-Easy,Easy,Facile,
JWK-DifficultyPreset-Extreme,Extreme,Extrême,
JWK-DifficultyPreset-Hard,Hard,Dur,
JWK-DifficultyPreset-Normal,Normal,Normal,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,Utilisé pour identifier les cadavres trouvés sur le champ de bataille.,
JWK-Dogtag_Name_Dynamic,%1 dogtags,Plaque d'identification d'un soldat de %1,
JWK-Dogtag_Name_Universal,Dogtags,Plaques d'identification de soldat,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,"Vos vêtements sont ensanglantés. En les portant, vous rompez votre déguisement et vous attirez l'attention de l'ennemi. Vous devriez changer de vêtements ou aller vous baigner.",
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,Vos vêtements ont été nettoyés. Les porter ne vous rendra plus suspect.,
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.","Vous serez traité comme un combattant si vous portez ouvertement des armes ou une tenue de combattant. Faites attention, car vous risquez d'être recherché si des ennemis vous voient.",
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,Vous êtes maintenant recherché par l'ennemi. Cachez-vous dans un endroit sûr et restez hors de vue pendant un certain temps pour perdre la chaleur.,
JWK-EditSignUI-Text,Text,Texte,
JWK-EditSignUI-TextColor,Text color,Couleur du texte,
JWK-EditSignUI-TextSize,Text size,Taille du texte,
JWK-EditSignUI-Title,Edit Sign,Modifier le signe,
JWK-EditorAttrib-Heat,Heat level,Niveau de recherche,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,Mettre à 0 % pour supprimer l’état recherché.,
JWK-EditorAttrib-LockState,Locked,Verrouillé,
JWK-EditorAttrib-Money,Money,Argent,
JWK-EndGameUI-GameOver,Defeat,Défaite,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.","Malgré tous ses efforts et son combat héroïque, %1 n'a pas réussi à libérer %2. %3 forces sont là pour rester longtemps. La prochaine fois, accordez plus d'attention au soutien de la population et à la logistique de votre révolution. Aucun effort militaire dans l'histoire n'a réussi sans ces éléments.",
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.","Beau travail ! Grâce à l'effort acharné de %1, la population de %2 ne sera plus opprimée par les forces de %3. Ces actes héroïques resteront dans la mémoire de nombreuses générations.",
JWK-EndGameUI-VictoryTitle,Victory,Victoire,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,Utiliser pour réveiller les personnes inconscientes. Il peut également être administré par le patient lui-même.,
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,Injecteur à usage unique contenant une dose d'épinéphrine.,
JWK-EpinephrineItem-Name,Epinephrine,Épinéphrine,
JWK-Everon-Airport,Airport,Aéroport,
JWK-Everon-Barracks,Barracks,Casernes,
JWK-Everon-CementPlant,Cement Plant,Cimenterie,
JWK-Everon-ChotainFarm,Chotain Farm,Ferme de Chotain,
JWK-Everon-ConcretePlant,Concrete Plant,Centrale à béton,
JWK-Everon-EtoupeFarm,Etoupe Farm,Ferme de l'Etoupe,
JWK-Everon-FieldHospital,Field Hospital,Hôpital de campagne,
JWK-Everon-Headquarters,Headquarters,Quartier général,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Scierie Le Moule,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,Entrepôt logistique,
JWK-Everon-MontignacFactory,Montignac Factory,Usine de Montignac,
JWK-Everon-MontignacFarm,Montignac Farm,Ferme de Montignac,
JWK-Everon-PowerPlant,Power Plant,Centrale électrique,
JWK-Everon-Quarry,Quarry,Mine,
JWK-Everon-ReginaSawmill,Regina Sawmill,Scierie de Regina,
JWK-Everon-TrainingGrounds,Training Grounds,Terrains d'entraînement,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,Usine VD Almara,
JWK-FM-Appearance-Intro,Appearance reflects how your character is perceived by others and depends on all worn attire and held items. Wearing any piece of military clothing will cause your character to be identified as a <b>combatant</b>. This means enemies will shoot on sight and mark you as wanted — the same applies to openly carrying any type of weapon.,"L'apparence reflète la façon dont votre personnage est perçu par les autres et dépend de tous les vêtements et objets portés. Si vous portez un vêtement militaire, votre personnage sera identifié comme un <b>combattant</b>. Cela signifie que les ennemis tireront à vue et vous marqueront comme étant recherché. Il en va de même pour le port ouvert de n'importe quel type d'arme.",
JWK-FM-Appearance-Settings,"Depending on your difficulty settings, you may see a status icon denoting whether your character is perceived as a combatant.<br/><br/>As the base game does not contain any civilian backpacks, the general purpose military ones are not treated as military equipment.<br/><br/>The absence of a shirt, pants, or boots will cause your character to attract enemy attention. After all, someone running around in only their underwear is bound to look suspicious.","Selon vos paramètres de difficulté, vous pouvez voir une icône de statut indiquant si votre personnage est perçu comme un combattant.<br/><br/>Comme le jeu de base ne contient aucun sac à dos civil, les sacs à dos militaires à usage général ne sont pas traités comme de l'équipement militaire.<br/><br/>L'absence de chemise, de pantalon ou de bottes fera en sorte que votre personnage attirera l'attention de l'ennemi. Après tout, quelqu'un qui se promène en sous-vêtements a forcément l'air suspect.",
JWK-FM-Armories-Intro,"Armories allow to purchase weapons and ammunitions using resources stored at the base.<br/><br/>Different types of armories can be built, depending on the operating base type:<br/><br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunitions of your supporting faction.<br/><br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunitions of the player faction.","Les armureries permettent d'acheter des armes et des munitions en utilisant les ressources stockées dans la base.<br/><br/>Différents types d'armureries peuvent être construits, en fonction du type de base opérationnelle :<br/><br/>- <b>L'armurerie alliée</b> est disponible dans les <b>bases militaires</b> et propose des armes et des munitions de la faction qui vous soutient.<br/><br/>- <b>L'armurerie de campagne</b> est disponible dans les <b>bases de campagnes</b> et propose des armes et des munitions de la faction du joueur.",
JWK-FM-Battles-Intro,"Battles occur when control over a certain point of interest is contested. When a battle is won, the contesting faction takes control. Refer to the specific location description to learn how to provoke a battle. Only one battle can be active at any given moment and it's progress cannot be saved. If the game is closed during a battle, the battle will need to be started from the beginning. Battles length and intensity depend on the number of players online, campaign progress, location significance and threat level.<br/><br/>Once a battle begins, everyone will see a notification. Progress bar will appear at the top of the screen, accompanied by the location name. Battle location will be also marked on the map, denoting the <b>contested area</b> by a stripe pattern.","Les batailles ont lieu lorsque le contrôle d'un certain point d'intérêt est contesté. Lorsqu'une bataille est gagnée, la faction contestataire en prend le contrôle. Reportez-vous à la description de l'emplacement spécifique pour savoir comment provoquer une bataille. Une seule bataille peut être active à un moment donné et sa progression ne peut pas être sauvegardée. Si le jeu est fermé pendant une bataille, celle-ci devra être recommencée depuis le début. La durée et l'intensité des batailles dépendent du nombre de joueurs en ligne, de la progression de la campagne, de l'importance de l'emplacement et du niveau de menace.<br/><br/>Une fois la bataille commencée, tout le monde recevra une notification. Une barre de progression apparaîtra en haut de l'écran, accompagnée du nom du lieu. L'emplacement de la bataille sera également indiqué sur la carte, en indiquant la <b>zone contestée</b> par un motif de rayures.",
JWK-FM-Battles-Phases,"Each battle consists of two phases:<br/><br/>- <b>deployment phase</b>: the enemy is still deploying onto the battlefield. The progress bar is yellow and represents how much of their forces are already fielded. Once the bar completes, the battle will transition into domination phase.<br/><br/>- <b>domination phase</b>: the sides fight for control. The progress bar is green and represents resistance control over the location. The control will increase every few moments if there are more <b>freedom fighters</b> in the <b>contested area</b> than enemies in the near vicinity.<br/><br/>If there are no <b>freedom fighters</b> in the contested area, the resistance will begin to rapidly lose control. In this case, the progress bar will turn red. Once the bar fills, the battle will be lost.","Chaque bataille se compose de deux phases :<br/><br/>- <b>phase de déploiement</b> : l'ennemi est toujours en train de se déployer sur le champ de bataille. La barre de progression est jaune et représente la quantité de forces déjà déployées. Une fois la barre remplie, la bataille passe à la phase de domination.<br/><br/>- <b>phase de domination</b> : les camps se battent pour le contrôle. La barre de progression est verte et représente le contrôle de la résistance sur le lieu. Le contrôle augmentera tous les quelques instants s'il y a plus de <b>combattants libres</b> dans la <b>zone contestée</b> que d'ennemis à proximité.<br/><br/>S'il n'y a pas de <b>combattants libres</b> dans la zone contestée, la résistance commencera à perdre rapidement le contrôle de l'endroit. Dans ce cas, la barre de progression devient rouge. Lorsque la barre se remplit, la bataille est perdue.",
JWK-FM-BeingWanted-Heat,"<b>Heat level</b> is a measure of how much your character is wanted by the enemy. Once it drops to 0, you will be no longer wanted. Heat decreases over time as long as you stay out of sight of enemy troops. Your current heat level is represented by the fill level of the wanted status icon in the HUD. The time required to fully lose maximum heat depends on your difficulty settings.<br/><br/>If your character dies, the heat level and wanted state does not transfer to your new character.","<b>Le niveau de chaleur</b> est une mesure de l'intérêt que l'ennemi porte à votre personnage. Lorsqu'il tombe à 0, vous n'êtes plus recherché. La chaleur diminue avec le temps tant que vous restez hors de vue des troupes ennemies. Votre niveau de chaleur actuel est représenté par le niveau de remplissage de l'icône d'état de recherche dans le HUD. Le temps nécessaire pour perdre le maximum de chaleur dépend de vos paramètres de difficulté. <br/><br/>Si votre personnage meurt, le niveau de chaleur et l'état de recherche ne sont pas transférés à votre nouveau personnage.",
JWK-FM-BeingWanted-Intro,"Various activities may cause your character to become <b>wanted</b>. This means your character is actively hunted by enemy forces and will be shot on sight, even if you appear as a civilian. Being wanted has also many negative side effects, such as:<br/><br/>- civilian shops will not serve you<br/>- resistance representatives may not want to talk to you<br/>- public transport becomes unavailable<br/>- resting becomes unavailable<br/><br/>...and more.","Diverses activités peuvent amener votre personnage à devenir <b>recherché</b>. Cela signifie que votre personnage est activement traqué par les forces ennemies et qu'il sera abattu à vue, même si vous apparaissez comme un civil. Le fait d'être recherché a également de nombreux effets secondaires négatifs, tels que :<br/><br/>- les magasins civils ne vous serviront pas<br/>- les représentants de la résistance ne voudront peut-être pas vous parler<br/>- les transports publics deviennent indisponibles<br/>- le repos devient indisponible<br/><br/>...et bien d'autres choses encore.",
JWK-FM-Category-FreedomFighters,Freedom Fighters,Les combattants de la liberté,
JWK-FM-Category-Gameplay,Gameplay,Gameplay,
JWK-FM-Category-General,General,Général,
JWK-FM-Category-HeartsAndMinds,Hearts and minds,Cœurs et esprits,
JWK-FM-Category-Introduction,Introduction,Introduction,
JWK-FM-Category-Locations,Locations,Localisation des sites,
JWK-FM-Category-OperatingBases,Operating bases,Bases opérationnelles,
JWK-FM-Category-Resistance,Resistance,Résistance,
JWK-FM-Category-World,World,Le monde,
JWK-FM-CharacterStatus-Combatant,"Visible if your character is considered a <b>combatant</b>. This is caused by carrying weapons, using military vehicles and wearing military attire. Or wearing no attire at all.","Visible si votre personnage est considéré comme un <b>combattant</b>. Cela est dû au port d'armes, à l'utilisation de véhicules militaires et au port de vêtements militaires. Ou si vous ne portez aucune tenue.",
JWK-FM-CharacterStatus-Heat,"Visible if your character is <b>wanted</b>. Its fill level represents how much <b>heat</b> your character has, which reduces over time as you remain hidden.","Visible si votre personnage est <b>recherché</b>. Son niveau de remplissage représente la quantité de <b>chaleur</b> dont dispose votre personnage, qui diminue avec le temps à mesure que vous restez caché.",
JWK-FM-CharacterStatus-IllegalZone,Visible if your character is within an <b>illegal area</b>.,Visible si votre personnage se trouve dans une <b>zone illégale</b>.,
JWK-FM-CharacterStatus-Intro,"<b>Character status</b> is indicated by various icons shown on the HUD in the right-upper corner of the screen. Depending on your <b>difficulty settings</b>, some of the indicators listed below may not be displayed in your game.","<b>Le statut du personnage</b> est indiqué par diverses icônes affichées sur l'interface dans le coin supérieur droit de l'écran. En fonction de vos <b>réglages de difficulté</b>, certains des indicateurs énumérés ci-dessous peuvent ne pas être affichés dans votre jeu.",
JWK-FM-CharacterStatus-Seen,"Visible when your character is within enemy sight. Pulling out weapons, acting suspiciously or committing crimes is not the best idea.","Visible lorsque votre personnage est dans le champ de vision de l'ennemi. Sortir des armes, agir de manière suspecte ou commettre des crimes n'est pas la meilleure idée.",
JWK-FM-CharacterStatus-SeenDetected,"Visible if your character has been detected as a threat and is within enemy sight. If you are at a distance, concealed or in the dark, it will take longer for the enemies to recognize you. When this happens, the icon will gradually fill up, giving you a brief chance to hide.","Visible si votre personnage a été détecté comme une menace et se trouve dans le champ de vision de l'ennemi. Si vous êtes à distance, caché ou dans l'obscurité, les ennemis mettront plus de temps à vous reconnaître. Dans ce cas, l'icône se remplit progressivement, vous donnant une brève chance de vous cacher.",
JWK-FM-CharacterStatus-Undercover,"Visible if your character is <b>undercover</b>, which means it's impersonating an enemy soldier.","Visible si votre personnage est <b>sous couverture</b>, ce qui signifie qu'il se fait passer pour un soldat ennemi.",
JWK-FM-CiviliansOverview-GameProgress,"Population support is required indirectly to finish the campaign. Without it, you won't be able to control all required points of interest. It counts towards the progress, so you need to convince every single person to reach 100%.","Le soutien de la population est indirectement nécessaire pour terminer la campagne. Sans lui, vous ne pourrez pas contrôler tous les points d'intérêt requis. Il compte dans la progression, vous devez donc convaincre chaque personne pour atteindre 100 %.",
JWK-FM-CiviliansOverview-Income,Each supporter will donate a small amount of money to the resistance every day. The funds are then split equally and sent to all present <b>freedom fighters</b> automatically.,Chaque sympathisant donne chaque jour une petite somme d'argent à la résistance. Les fonds sont ensuite divisés en parts égales et envoyés automatiquement à tous les <b>combattants de la liberté</b> présents.,
