Id,Source,Translation,Comment
JWK-BuildItem-Helipad_DescriptionLong,"Helipad allows to assign a single helicopter, which protects it from being lost and enables retrieving it from far away. Basic version without refueling or repairing abilities.","Вертолетная площадка позволяет выделить один вертолет, что защищает его от потери и позволяет доставать его издалека. Базовая версия без возможности дозаправки и ремонта.",
JWK-BuildItem-LivingArea,Living area,Жилая зона,
JWK-BuildItem-LivingArea_Description,Shelter recruits.,Размещает новобранцев.,
JWK-BuildItem-LivingArea_DescriptionLong,Provides living space for a few soldiers that can be recruited.,"Обеспечивает жилое пространство для небольшого количества новобранцев, которых можно взять в управление.",
JWK-BuildItem-MedicalTent,Medical tent,Медицинская палатка,
JWK-BuildItem-MedicalTent_Description,Heal wounds and recover faster.,Лечить раны и помогает восстановиться побыстрее.,
JWK-BuildItem-MedicalTent_DescriptionLong,Medical tent improves injury regeneration and allows to purchase medical goods using supplies.,Медицинская палатка улучшает регенерацию ранений и позволяет покупать медицинские товары за припасы.,
JWK-BuildItem-Mortar,Mortar,Миномёт,
JWK-BuildItem-Mortar_Description,Send a message over long distance.,Для отправки взрывоопасного сообщения на большое расстояние.,
JWK-BuildItem-Mortar_DescriptionLong,Complete mortar emplacement. Projectiles can be purchased using supplies.,"Полноценная минометная позиция. Снаряды можно купить, используя припасы.",
JWK-BuildItem-StorageSmall,Small supplies storage,Малое хранилище припасов,
JWK-BuildItem-StorageSmall-Description,Store 900 supplies.,Хранит до 900 припасов.,
JWK-BuildItem-StorageSmall-DescriptionLong,Allows to store 900 supplies. First one can be constructed for free.,Позволяет хранить до 900 припасов. Первое хранилище можно построить бесплатно.,
JWK-BuildItem-VehicleRamp,Vehicle maintenance ramp,Пандус для технического обслуживания автомобилей,
JWK-BuildItem-VehicleRamp_Description,Repair vehicles.,Для ремонта транспортного средства.,
JWK-BuildItem-VehicleRamp_DescriptionLong,,Позволяет ремонтировать наземные транспортные средства.,
JWK-BuildUI-Cost,Cost:,Стоимость:,
JWK-BuildUI-Title,Build,Строить,
JWK-CTA-ConstructionMenu,Construction menu,Строительное меню,
JWK-CTA-HideoutResupply,Resupply hideout,Пополнить укрытие,
JWK-CTA-HideoutTakeSupplies,Take hideout supplies,,
JWK-CTA-ManageVehicles,Manage vehicles,Управлять транспортными средствами,
JWK-CTA-OpenMenu,Freedom Fighters,Freedom Fighters,
JWK-CTA-ParkVehicle,Park vehicle,Припарковать транспорт,
JWK-CTA-Radio,Use radio,Использовать радио,
JWK-CTA-TimeToWithstand,Withstand in...,Выдержать...,
JWK-CTA-TownDonateSupplies,Donate supplies to civilians,Пожертвовать припасы гражданским,
JWK-CharacterMenu,Character Menu,Меню персонажа,
JWK-CharacterUI-Age,Age,Возраст,
JWK-CharacterUI-Birthday,Birthday,День рождения,
JWK-CharacterUI-Birthplace,Birthplace,Место рождения,
JWK-CharacterUI-BloodType,Blood type,Группа крови,
JWK-CharacterUI-CharacterWanted,Wanted dead or alive.,Разыскивается живым или мёртвым.,
JWK-CharacterUI-Title,Profile,Профиль,
JWK-CharacterUI-VehicleWanted,Uses a wanted vehicle.,Использует разыскиваемую технику.,
JWK-ConsoleUI-BackToMenu,Back to menu,Вернуться к меню,
JWK-ConsoleUI-Text,"Due to missing modding features, the single player and local hosting experience is unavailable on console systems. We suggest setting up a private dedicated server or joining a public one.",Из-за отсутствия возможности сохранять данные в системе одиночная игра недоступна. Рекомендуется создать частный выделенный сервер или присоединиться к публичному.,
JWK-ConsoleUI-Title,Unavailable on consoles,Недоступно на консолях,
JWK-ConvoAction-Convert,Convince to support,Убедить поддержать сопротивление,
JWK-ConvoAction-Extort,Extort money,Вымогать деньги,
JWK-ConvoChoice-AskHideoutLocation,Ask for a meeting,Попросить встретиться,
JWK-ConvoChoice-AskJob,Ask for a job,Попросить работу,
JWK-ConvoChoice-Confirm,Confirm,Подтвердите,
JWK-ConvoChoice-GetPoster,Ask for posters,Попросите плакаты,
JWK-ConvoChoice-ReportBack,Report back,Доложить,
JWK-ConvoChoice-ReportResistance,Report resistance activity,Сообщить об активности сопротивления,
JWK-ConvoChoice-RequestReinforcements,Reinforcements,Подкрепление,
JWK-ConvoChoice-RequestSupport,Request support,Запросить поддержку,
JWK-ConvoChoice-ResignJob,Resign from a job,,
JWK-ConvoChoice-Trade,Trade,Торговля,
JWK-ConvoChoice-TurnDogtags,Turn in dogtags,Сдать жетоны,
JWK-DialogUI-DestructionResetInfo-Message,"Restored objects may collide with constructions or vehicles left in place of destroyed objects, causing undesired effects. This is an experimental feature and it is recommended to back up your save.<br/><br/>Once you confirm this action, you have to force save and restart the server for the changes to take effect.","Откат разрушенных объектов может повлиять на здания или технику, оставленные на местах разрушения, и приводит к нежелательному эффекту. Экспериментальная функция, рекомендуется забэкапить сейв<br/><br/>После использования обязательно сделайте ручное сохранение и перезагрузите игру.",
JWK-DialogUI-DestructionResetInfo-Title,Destruction reset,Разрушения восстановлены,
JWK-DialogUI-OnlineForceSave-Message,"Forced save will perform entire save in a single operation, which may block the server on large maps and with a lot of data. This may cause remote players, including you, to lose connection. This does not affect the save operation itself.","Принудительное сохранение позволит полностью перезаписать сохранение, но может затормозить работу сервер на больших картах и с большим количеством данных. Может привести к зависанию или вылету игроков с сервера, но это не повлияет на сам процесс сохранения.",
JWK-DialogUI-OnlineForceSave-Title,Online session warning,Предупреждение о сеансе онлайн,
JWK-DialogUI-OnlineReset-Message,"Are you sure to wipe the campaign save data? After proceeding the scenario will automatically restart.<br/><br/><b><color rgba='255,0,0,255'>WARNING: THIS OPERATION CANNOT BE REVERTED. YOU WILL LOSE ALL PROGRESS.</color></b>","Вы уверены, что хотите стереть данные сохранения кампании? После этого сценарий автоматически перезапустится.<br/><br/><b><color rgba='255,0,0,255'>ПРЕДУПРЕЖДЕНИЕ: ЭТУ ОПЕРАЦИЮ НЕЛЬЗЯ ПОВТОРИТЬ. ВЫ ПОТЕРЯЕТЕ ВЕСЬ ПРОГРЕСС.</color></b>",
JWK-DialogUI-OnlineReset-Title,Wipe warning,Предупреждение о стирании,
JWK-DifficultyPreset-Custom,Custom,Настраиваемая,
JWK-DifficultyPreset-Easy,Easy,Легкая,
JWK-DifficultyPreset-Extreme,Extreme,Экстрим,
JWK-DifficultyPreset-Hard,Hard,Сложная,
JWK-DifficultyPreset-Normal,Normal,Нормальная,
JWK-Dogtag_Description,Used to identify dead bodies found on the battlefield.,"Используется для идентификации трупов, найденных на поле боя.",
JWK-Dogtag_Name_Dynamic,%1 dogtags,%1 жетонов,
JWK-Dogtag_Name_Universal,Dogtags,Жетоны,
JWK-EHint-ClothesBloodied,Your clothes are bloodied. Wearing them breaks your disguise and makes you attract enemy attention. You should change your clothes or go for a swim.,Ваша одежда окровавлена. Ношение ее нарушает маскировку и привлекает внимание врагов. Вам следует переодеться или искупаться.,
JWK-EHint-ClothesCleaned,Your clothes have been cleaned. Wearing them will not make you suspicious anymore.,"Ваша одежда была очищена. Надев ее, вы больше не будете вызывать подозрений.",
JWK-EHint-Combatant,"You will be treated as a combatant when openly carrying weapons or wearing combatant attire. Watch out, as you may become wanted if enemies see you.","Если вы открыто носите оружие или одеты в боевую одежду, к вам будут относиться как к комбатанту. Будьте осторожны, если враги увидят вас, вас могут объявить в розыск.",
JWK-EHint-Wanted,You are now wanted by the enemy. Hide in a safe place and remain out of sight for some time to lose the heat.,"Теперь вас разыскивает враг. Спрячьтесь в безопасном месте и некоторое время не показывайтесь на глаза, чтобы потерять преследование.",
JWK-EditSignUI-Text,Text,Текст,
JWK-EditSignUI-TextColor,Text color,Цвет текста,
JWK-EditSignUI-TextSize,Text size,Размер текста,
JWK-EditSignUI-Title,Edit Sign,Редактировать знак,
JWK-EditorAttrib-Heat,Heat level,Уровень розыска,
JWK-EditorAttrib-HeatDescription,Set to 0% to remove wanted status.,Установите 0% для избавления от розыска.,
JWK-EditorAttrib-LockState,Locked,Заперто,
JWK-EditorAttrib-Money,Money,Деньги,
JWK-EndGameUI-GameOver,Defeat,Поражение,
JWK-EndGameUI-GameOverDescription,"Despite best efforts and heroic fight, %1 has failed to liberate %2. %3 forces are here to stay for a long time. Next time pay more attention to population support and logistics of your revolution. No military effort in history succeeded without these elements.","Несмотря на все усилия и героическую борьбу, %1 не удалось освободить %2. Силы %3 останутся здесь надолго. В следующий раз уделите больше внимания поддержке населения и логистике вашей революции. Ни одна военная операция в истории не увенчалась успехом без этих элементов.",
JWK-EndGameUI-VictoryDescription,"Great job! Thanks to the relentless effort made by %1, the population of %2 will no longer be opressed by %3 forces. These heroic acts will be remembered by many generations to come.",Отличная работа! Благодаря неустанным усилиям %1 население %2 больше не будет угнетаться силами %3. Эти героические поступки будут помнить еще многие поколения.,
JWK-EndGameUI-VictoryTitle,Victory,Победа,
JWK-EpinephrineInfoWidget-Name,Use this to wake up incapacitated persons. Can be also self administered.,Используется для пробуждения недееспособных лиц. Может также применяться для самолечения.,
JWK-EpinephrineItem-Desc,One time use injector with a dose of epinephrine.,Инъектор однократного применения с дозой эпинефрина.,
JWK-EpinephrineItem-Name,Epinephrine,Эпинефрин,
JWK-Everon-Airport,Airport,Аэропорт,
JWK-Everon-Barracks,Barracks,Казармы,
JWK-Everon-CementPlant,Cement Plant,Цементный завод,
JWK-Everon-ChotainFarm,Chotain Farm,Ферма Chotain,
JWK-Everon-ConcretePlant,Concrete Plant,Бетонный завод,
JWK-Everon-EtoupeFarm,Etoupe Farm,Ферма Etoupe,
JWK-Everon-FieldHospital,Field Hospital,Полевой госпиталь,
JWK-Everon-Headquarters,Headquarters,Штаб-квартира,
JWK-Everon-LeMouleSawmill,Le Moule Sawmill,Лесопилка Le Moule,
JWK-Everon-LogisticsWarehouse,Logistics Warehouse,Логистический склад,
JWK-Everon-MontignacFactory,Montignac Factory,Фабрика Montignac,
JWK-Everon-MontignacFarm,Montignac Farm,Ферма Montignac,
JWK-Everon-PowerPlant,Power Plant,Электростанция,
JWK-Everon-Quarry,Quarry,Каменоломня,
JWK-Everon-ReginaSawmill,Regina Sawmill,Лесопилка Regina,
JWK-Everon-TrainingGrounds,Training Grounds,Тренировочная база,
JWK-Everon-VDAlmaraFactory,VD Almara Factory,Завод VD Almara,
JWK-FM-Appearance-Intro,Appearance reflects how your character is perceived by others and depends on all worn attire and held items. Wearing any piece of military clothing will cause your character to be identified as a <b>combatant</b>. This means enemies will shoot on sight and mark you as wanted — the same applies to openly carrying any type of weapon.,"Внешний вид отражает то, как ваш персонаж воспринимается другими людьми, и зависит от всего носимого облачения и удерживаемых предметов. Ношение любой военной одежды приведет к тому, что ваш персонаж будет идентифицирован как <b>боевик</b>. Это означает, что враги будут стрелять на поражение и отмечать вас как разыскиваемого - то же самое относится и к открытому ношению любого вида оружия.",
JWK-FM-Appearance-Settings,"Depending on your difficulty settings, you may see a status icon denoting whether your character is perceived as a combatant.<br/><br/>As the base game does not contain any civilian backpacks, the general purpose military ones are not treated as military equipment.<br/><br/>The absence of a shirt, pants, or boots will cause your character to attract enemy attention. After all, someone running around in only their underwear is bound to look suspicious.","В зависимости от настроек сложности вы можете увидеть значок статуса, обозначающий, воспринимается ли ваш персонаж как боевик.<br/><br/> Поскольку в базовой игре нет гражданских рюкзаков, военные рюкзаки общего назначения не рассматриваются как военное снаряжение.<br/><br/> Отсутствие рубашки, штанов или ботинок заставит вашего персонажа привлечь внимание врага. В конце концов, человек, бегающий в одних трусах, обязательно будет выглядеть подозрительно.",
JWK-FM-Armories-Intro,"Armories allow to purchase weapons and ammunitions using resources stored at the base.<br/><br/>Different types of armories can be built, depending on the operating base type:<br/><br/>- <b>Allied armory</b> is available at <b>military bases</b> and offers weapons and ammunitions of your supporting faction.<br/><br/>- <b>Field armory</b> is available at <b>FOBs</b> and offers weapons and ammunitions of the player faction.","Оружейные склады позволяют приобретать оружие и боеприпасы, используя ресурсы, хранящиеся на базе.<br/><br/>В зависимости от типа действующей базы можно построить различные типы оружейных складов:<br/><br/>- <b>Союзный оружейный склад</b> доступен на <b>военных базах</b> и предлагает оружие и боеприпасы поддерживающей вас фракции.<br/><br/>- <b>Полевой арсенал</b> доступен на <b>ФОБах</b> и предлагает оружие и боеприпасы фракции игрока.",
JWK-FM-Battles-Intro,"Battles occur when control over a certain point of interest is contested. When a battle is won, the contesting faction takes control. Refer to the specific location description to learn how to provoke a battle. Only one battle can be active at any given moment and it's progress cannot be saved. If the game is closed during a battle, the battle will need to be started from the beginning. Battles length and intensity depend on the number of players online, campaign progress, location significance and threat level.<br/><br/>Once a battle begins, everyone will see a notification. Progress bar will appear at the top of the screen, accompanied by the location name. Battle location will be also marked on the map, denoting the <b>contested area</b> by a stripe pattern.","Битвы происходят, когда оспаривается контроль над определенной точкой интереса. Если битва выиграна, контроль над ней переходит к фракции победителю. О том, как спровоцировать битву, читайте в описании конкретной локации. В каждый момент времени может быть активна только одна битва, и ее ход не может быть сохранен. Если во время сражения игра будет закрыта, битву придется начинать с самого начала. Продолжительность и интенсивность сражений зависят от количества игроков в сети, прогресса кампании, значимости локации и уровня угрозы.<br/><br/>Когда начнется сражение, все увидят уведомление. В верхней части экрана появится индикатор прогресса, сопровождаемый названием локации. Место сражения также будет отмечено на карте, помечая <b>конкурентную зону</b> штрихом.",
JWK-FM-Battles-Phases,"Each battle consists of two phases:<br/><br/>- <b>deployment phase</b>: the enemy is still deploying onto the battlefield. The progress bar is yellow and represents how much of their forces are already fielded. Once the bar completes, the battle will transition into domination phase.<br/><br/>- <b>domination phase</b>: the sides fight for control. The progress bar is green and represents resistance control over the location. The control will increase every few moments if there are more <b>freedom fighters</b> in the <b>contested area</b> than enemies in the near vicinity.<br/><br/>If there are no <b>freedom fighters</b> in the contested area, the resistance will begin to rapidly lose control. In this case, the progress bar will turn red. Once the bar fills, the battle will be lost.","Каждая битва состоит из двух фаз:<br/><br/>- <b>фаза развертывания</b>: противник продолжает развертываться на поле боя. Полоса прогресса желтого цвета показывает, сколько сил противника уже развернуто. Как только полоса завершится, битва перейдет в фазу доминирования.<br/><br/>- <b>фаза доминирования</b>: стороны сражаются за контроль. Прогресс-бар зеленого цвета означает контроль сопротивления над локацией. Контроль будет увеличиваться каждые несколько мгновений, если <b>бойцов за свободу</b> в <b>контесте</b> больше, чем врагов в непосредственной близости.<br/><br/>Если <b>бойцов за свободу</b> в контесте не будет, сопротивление начнет быстро терять контроль. В этом случае индикатор прогресса станет красным. Как только полоска заполнится, битва будет проиграна.",
JWK-FM-BeingWanted-Heat,"<b>Heat level</b> is a measure of how much your character is wanted by the enemy. Once it drops to 0, you will be no longer wanted. Heat decreases over time as long as you stay out of sight of enemy troops. Your current heat level is represented by the fill level of the wanted status icon in the HUD. The time required to fully lose maximum heat depends on your difficulty settings.<br/><br/>If your character dies, the heat level and wanted state does not transfer to your new character.","<b>Уровень розыска</b> - это показатель того, насколько ваш персонаж нужен врагу. Как только он опустится до 0, вас перестанут разыскивать. Уровень розыска уменьшается со временем, пока вы остаетесь вне поля зрения вражеских войск. Ваш текущий уровень тепла представлен уровнем заполнения иконки статуса разыскиваемого в HUD. Время, необходимое для полной потери максимального уровня розыска, зависит от настроек сложности.<br/><br/>Если ваш персонаж умирает, уровень розыска не переходят к новому персонажу.",
JWK-FM-BeingWanted-Intro,"Various activities may cause your character to become <b>wanted</b>. This means your character is actively hunted by enemy forces and will be shot on sight, even if you appear as a civilian. Being wanted has also many negative side effects, such as:<br/><br/>- civilian shops will not serve you<br/>- resistance representatives may not want to talk to you<br/>- public transport becomes unavailable<br/>- resting becomes unavailable<br/><br/>...and more.","Различные действия могут привести к тому, что ваш персонаж станет <b>разыскиваемым</b>. Это означает, что за вашим персонажем активно охотятся вражеские силы и будут стрелять на месте, даже если вы выглядите как мирный житель. Нахождение в розыске также имеет множество негативных побочных эффектов, таких как:<br/><br/>- гражданские магазины не будут вас обслуживать<br/>- представители сопротивления могут не захотеть с вами разговаривать<br/>- общественный транспорт становится недоступным<br/>- отдых становится недоступным<br/><br/>... и многое другое.",
JWK-FM-Category-FreedomFighters,Freedom Fighters,Freedom Fighters,
JWK-FM-Category-Gameplay,Gameplay,Геймплей,
JWK-FM-Category-General,General,Общие сведения,
JWK-FM-Category-HeartsAndMinds,Hearts and minds,Сердца и умы,
JWK-FM-Category-Introduction,Introduction,Введение,
JWK-FM-Category-Locations,Locations,Места,
JWK-FM-Category-OperatingBases,Operating bases,Операционные базы,
JWK-FM-Category-Resistance,Resistance,Сопротивление,
JWK-FM-Category-World,World,Мир,
JWK-FM-CharacterStatus-Combatant,"Visible if your character is considered a <b>combatant</b>. This is caused by carrying weapons, using military vehicles and wearing military attire. Or wearing no attire at all.","Видна, если вас воспринимают за <b>боевика</b>. Может быть вызвано ношением оружия, использованием военной техники и ношением военного снаряжения. Или за хождение без одежды вообще.",
JWK-FM-CharacterStatus-Heat,"Visible if your character is <b>wanted</b>. Its fill level represents how much <b>heat</b> your character has, which reduces over time as you remain hidden.","Видна, если вас <b>разыскивают</b>. Заполненность значка показывает насколько сильно вас <b>разыскивают</b>, и уменьшается со временем.",
JWK-FM-CharacterStatus-IllegalZone,Visible if your character is within an <b>illegal area</b>.,"Видна, если вы вблизи <b>охраняемой зоны</b>.",
JWK-FM-CharacterStatus-Intro,"<b>Character status</b> is indicated by various icons shown on the HUD in the right-upper corner of the screen. Depending on your <b>difficulty settings</b>, some of the indicators listed below may not be displayed in your game.","<b>Статус персонажа</b> показывает различные информациионные иконки в правой верхней области экрана. В зависимости от <b>настроек сложности</b>, отображение некоторых иконок может быть отключено по умолчанию.",
JWK-FM-CharacterStatus-Seen,"Visible when your character is within enemy sight. Pulling out weapons, acting suspiciously or committing crimes is not the best idea.","Видна, если вы враг визуально наблюдает вас. Доставать оружие, вести себя подозрительно или совершать преступление будет не лучшей идеей.",
JWK-FM-CharacterStatus-SeenDetected,"Visible if your character has been detected as a threat and is within enemy sight. If you are at a distance, concealed or in the dark, it will take longer for the enemies to recognize you. When this happens, the icon will gradually fill up, giving you a brief chance to hide.","Видна, если вас восприняли как угрозу и вы находитесь в поле зрения противника. Если вы находитесь на расстоянии, скрыты или в темноте, врагам потребуется больше времени, чтобы вас распознать. В этом случае значок постепенно заполняется, давая вам краткий шанс спрятаться.",
JWK-FM-CharacterStatus-Undercover,"Visible if your character is <b>undercover</b>, which means it's impersonating an enemy soldier.","Видна, если ваш персонаж <b>под прикрытием</b>, то есть выдает себя за вражеского солдата.",
JWK-FM-CiviliansOverview-GameProgress,"Population support is required indirectly to finish the campaign. Without it, you won't be able to control all required points of interest. It counts towards the progress, so you need to convince every single person to reach 100%.","Поддержка населения косвенно необходима для завершения кампании. Без неё вы не сможете контролировать все необходимые точки интереса. Она учитывается при прогрессе кампании, из-за чего вам нужно убедить каждого человека для достижения 100%",
JWK-FM-CiviliansOverview-Income,Each supporter will donate a small amount of money to the resistance every day. The funds are then split equally and sent to all present <b>freedom fighters</b> automatically.,Каждый сторонник будет ежедневно жертвовать небольшую сумму денег сопротивлению. Затем средства разделяются поровну и автоматически отправляются всем присутствующим <b>борцам за свободу</b>.,
